Domain,country,Element,Item,year,Source,co2_emissions
"Emissions totals","Germany","Emissions (CO2)","Fertilizers Manufacturing","2019","FAO TIER 1","1519.0025"
"Emissions totals","Germany","Emissions (CO2)","Fertilizers Manufacturing","2020","FAO TIER 1","1614.8507"
"Emissions totals","Germany","Emissions (CO2)","Fertilizers Manufacturing","2021","FAO TIER 1","1463.5593"
"Emissions totals","Germany","Emissions (CO2)","Pesticides Manufacturing","1990","FAO TIER 1","1940.7704"
"Emissions totals","Germany","Emissions (CO2)","Pesticides Manufacturing","1991","FAO TIER 1","1900.7865"
"Emissions totals","Germany","Emissions (CO2)","Pesticides Manufacturing","1992","FAO TIER 1","1689.1277"
"Emissions totals","Germany","Emissions (CO2)","Pesticides Manufacturing","1993","FAO TIER 1","1621.9345"
"Emissions totals","Germany","Emissions (CO2)","Pesticides Manufacturing","1994","FAO TIER 1","2088.15"
"Emissions totals","Germany","Emissions (CO2)","Pesticides Manufacturing","1995","FAO TIER 1","2090.209"
"Emissions totals","Germany","Emissions (CO2)","Pesticides Manufacturing","1996","FAO TIER 1","2046.8415"
"Emissions totals","Germany","Emissions (CO2)","Pesticides Manufacturing","1997","FAO TIER 1","1862.4059"
"Emissions totals","Germany","Emissions (CO2)","Pesticides Manufacturing","1998","FAO TIER 1","1931.8932"
"Emissions totals","Germany","Emissions (CO2)","Pesticides Manufacturing","1999","FAO TIER 1","1906.854"
"Emissions totals","Germany","Emissions (CO2)","Pesticides Manufacturing","2000","FAO TIER 1","1830.5529"
"Emissions totals","Germany","Emissions (CO2)","Pesticides Manufacturing","2001","FAO TIER 1","1839.9432"
"Emissions totals","Germany","Emissions (CO2)","Pesticides Manufacturing","2002","FAO TIER 1","1949.4879"
"Emissions totals","Germany","Emissions (CO2)","Pesticides Manufacturing","2003","FAO TIER 1","1779.6078"
"Emissions totals","Germany","Emissions (CO2)","Pesticides Manufacturing","2004","FAO TIER 1","1398.1361"
"Emissions totals","Germany","Emissions (CO2)","Pesticides Manufacturing","2005","FAO TIER 1","1410.0818"
"Emissions totals","Germany","Emissions (CO2)","Pesticides Manufacturing","2006","FAO TIER 1","1842.1155"
"Emissions totals","Germany","Emissions (CO2)","Pesticides Manufacturing","2007","FAO TIER 1","917.8318"
"Emissions totals","Germany","Emissions (CO2)","Pesticides Manufacturing","2008","FAO TIER 1","948.5477"
"Emissions totals","Germany","Emissions (CO2)","Pesticides Manufacturing","2009","FAO TIER 1","800.3593"
"Emissions totals","Germany","Emissions (CO2)","Pesticides Manufacturing","2010","FAO TIER 1","843.5419"
"Emissions totals","Germany","Emissions (CO2)","Pesticides Manufacturing","2011","FAO TIER 1","1178.6152"
"Emissions totals","Germany","Emissions (CO2)","Pesticides Manufacturing","2012","FAO TIER 1","1262.3401"
"Emissions totals","Germany","Emissions (CO2)","Pesticides Manufacturing","2013","FAO TIER 1","1179.8494"
"Emissions totals","Germany","Emissions (CO2)","Pesticides Manufacturing","2014","FAO TIER 1","1225.9593"
"Emissions totals","Germany","Emissions (CO2)","Pesticides Manufacturing","2015","FAO TIER 1","1178.7392"
"Emissions totals","Germany","Emissions (CO2)","Pesticides Manufacturing","2016","FAO TIER 1","1138.2671"
"Emissions totals","Germany","Emissions (CO2)","Pesticides Manufacturing","2017","FAO TIER 1","1162.9958"
"Emissions totals","Germany","Emissions (CO2)","Pesticides Manufacturing","2018","FAO TIER 1","1075.3977"
"Emissions totals","Germany","Emissions (CO2)","Pesticides Manufacturing","2019","FAO TIER 1","1017.1427"
"Emissions totals","Germany","Emissions (CO2)","Pesticides Manufacturing","2020","FAO TIER 1","651.7314"
"Emissions totals","Germany","Emissions (CO2)","Pesticides Manufacturing","2021","FAO TIER 1","1123.0455"
"Emissions totals","Germany","Emissions (CO2)","Food Processing","1990","FAO TIER 1","20430.9315"
"Emissions totals","Germany","Emissions (CO2)","Food Processing","1991","FAO TIER 1","20004.4317"
"Emissions totals","Germany","Emissions (CO2)","Food Processing","1992","FAO TIER 1","19614.4732"
"Emissions totals","Germany","Emissions (CO2)","Food Processing","1993","FAO TIER 1","18509.4773"
"Emissions totals","Germany","Emissions (CO2)","Food Processing","1994","FAO TIER 1","17586.2962"
"Emissions totals","Germany","Emissions (CO2)","Food Processing","1995","FAO TIER 1","18073.4122"
"Emissions totals","Germany","Emissions (CO2)","Food Processing","1996","FAO TIER 1","17951.7513"
"Emissions totals","Germany","Emissions (CO2)","Food Processing","1997","FAO TIER 1","17248.0944"
"Emissions totals","Germany","Emissions (CO2)","Food Processing","1998","FAO TIER 1","17173.4845"
"Emissions totals","Germany","Emissions (CO2)","Food Processing","1999","FAO TIER 1","16972.433"
"Emissions totals","Germany","Emissions (CO2)","Food Processing","2000","FAO TIER 1","17253.7515"
"Emissions totals","Germany","Emissions (CO2)","Food Processing","2001","FAO TIER 1","17668.2192"
"Emissions totals","Germany","Emissions (CO2)","Food Processing","2002","FAO TIER 1","18172.2673"
"Emissions totals","Germany","Emissions (CO2)","Food Processing","2003","FAO TIER 1","18268.1647"
"Emissions totals","Germany","Emissions (CO2)","Food Processing","2004","FAO TIER 1","18176.6925"
"Emissions totals","Germany","Emissions (CO2)","Food Processing","2005","FAO TIER 1","17836.6171"
"Emissions totals","Germany","Emissions (CO2)","Food Processing","2006","FAO TIER 1","17544.4478"
"Emissions totals","Germany","Emissions (CO2)","Food Processing","2007","FAO TIER 1","18427.0771"
"Emissions totals","Germany","Emissions (CO2)","Food Processing","2008","FAO TIER 1","17702.9975"
"Emissions totals","Germany","Emissions (CO2)","Food Processing","2009","FAO TIER 1","17330.3638"
"Emissions totals","Germany","Emissions (CO2)","Food Processing","2010","FAO TIER 1","17349.0315"
"Emissions totals","Germany","Emissions (CO2)","Food Processing","2011","FAO TIER 1","17882.7106"
"Emissions totals","Germany","Emissions (CO2)","Food Processing","2012","FAO TIER 1","18149.7867"
"Emissions totals","Germany","Emissions (CO2)","Food Processing","2013","FAO TIER 1","17920.491"
"Emissions totals","Germany","Emissions (CO2)","Food Processing","2014","FAO TIER 1","17666.4728"
"Emissions totals","Germany","Emissions (CO2)","Food Processing","2015","FAO TIER 1","17074.61"
"Emissions totals","Germany","Emissions (CO2)","Food Processing","2016","FAO TIER 1","17532.8182"
"Emissions totals","Germany","Emissions (CO2)","Food Processing","2017","FAO TIER 1","17059.9835"
"Emissions totals","Germany","Emissions (CO2)","Food Processing","2018","FAO TIER 1","16969.4537"
"Emissions totals","Germany","Emissions (CO2)","Food Processing","2019","FAO TIER 1","15563.2369"
"Emissions totals","Germany","Emissions (CO2)","Food Processing","2020","FAO TIER 1","15357.9598"
"Emissions totals","Germany","Emissions (CO2)","Food Processing","2021","FAO TIER 1","15887.6954"
"Emissions totals","Germany","Emissions (CO2)","Food Packaging","1990","FAO TIER 1","7483.2018"
"Emissions totals","Germany","Emissions (CO2)","Food Packaging","1991","FAO TIER 1","7407.711"
"Emissions totals","Germany","Emissions (CO2)","Food Packaging","1992","FAO TIER 1","7461.1634"
"Emissions totals","Germany","Emissions (CO2)","Food Packaging","1993","FAO TIER 1","7129.7614"
"Emissions totals","Germany","Emissions (CO2)","Food Packaging","1994","FAO TIER 1","6707.1921"
"Emissions totals","Germany","Emissions (CO2)","Food Packaging","1995","FAO TIER 1","7571.8032"
"Emissions totals","Germany","Emissions (CO2)","Food Packaging","1996","FAO TIER 1","7708.4775"
"Emissions totals","Germany","Emissions (CO2)","Food Packaging","1997","FAO TIER 1","7639.0613"
"Emissions totals","Germany","Emissions (CO2)","Food Packaging","1998","FAO TIER 1","7747.7928"
"Emissions totals","Germany","Emissions (CO2)","Food Packaging","1999","FAO TIER 1","7503.5397"
"Emissions totals","Germany","Emissions (CO2)","Food Packaging","2000","FAO TIER 1","7580.5578"
"Emissions totals","Germany","Emissions (CO2)","Food Packaging","2001","FAO TIER 1","7680.3944"
"Emissions totals","Germany","Emissions (CO2)","Food Packaging","2002","FAO TIER 1","7704.7333"
"Emissions totals","Germany","Emissions (CO2)","Food Packaging","2003","FAO TIER 1","6975.7902"
"Emissions totals","Germany","Emissions (CO2)","Food Packaging","2004","FAO TIER 1","7126.9991"
"Emissions totals","Germany","Emissions (CO2)","Food Packaging","2005","FAO TIER 1","7235.5264"
"Emissions totals","Germany","Emissions (CO2)","Food Packaging","2006","FAO TIER 1","7250.7681"
"Emissions totals","Germany","Emissions (CO2)","Food Packaging","2007","FAO TIER 1","7863.2575"
"Emissions totals","Germany","Emissions (CO2)","Food Packaging","2008","FAO TIER 1","7374.0203"
"Emissions totals","Germany","Emissions (CO2)","Food Packaging","2009","FAO TIER 1","6583.2845"
"Emissions totals","Germany","Emissions (CO2)","Food Packaging","2010","FAO TIER 1","6985.7037"
"Emissions totals","Germany","Emissions (CO2)","Food Packaging","2011","FAO TIER 1","6780.5862"
"Emissions totals","Germany","Emissions (CO2)","Food Packaging","2012","FAO TIER 1","6643.8916"
"Emissions totals","Germany","Emissions (CO2)","Food Packaging","2013","FAO TIER 1","6528.0519"
"Emissions totals","Germany","Emissions (CO2)","Food Packaging","2014","FAO TIER 1","6451.1782"
"Emissions totals","Germany","Emissions (CO2)","Food Packaging","2015","FAO TIER 1","6560.4326"
"Emissions totals","Germany","Emissions (CO2)","Food Packaging","2016","FAO TIER 1","6322.9683"
"Emissions totals","Germany","Emissions (CO2)","Food Packaging","2017","FAO TIER 1","6241.4156"
"Emissions totals","Germany","Emissions (CO2)","Food Packaging","2018","FAO TIER 1","6087.4837"
"Emissions totals","Germany","Emissions (CO2)","Food Packaging","2019","FAO TIER 1","5440.9377"
"Emissions totals","Germany","Emissions (CO2)","Food Packaging","2020","FAO TIER 1","5325.2957"
"Emissions totals","Germany","Emissions (CO2)","Food Packaging","2021","FAO TIER 1","5425.6769"
"Emissions totals","Germany","Emissions (CO2)","Food Retail","1990","FAO TIER 1","14139.3731"
"Emissions totals","Germany","Emissions (CO2)","Food Retail","1991","FAO TIER 1","14538.9911"
"Emissions totals","Germany","Emissions (CO2)","Food Retail","1992","FAO TIER 1","13626.8487"
"Emissions totals","Germany","Emissions (CO2)","Food Retail","1993","FAO TIER 1","13432.9061"
"Emissions totals","Germany","Emissions (CO2)","Food Retail","1994","FAO TIER 1","12854.2318"
"Emissions totals","Germany","Emissions (CO2)","Food Retail","1995","FAO TIER 1","12668.9187"
"Emissions totals","Germany","Emissions (CO2)","Food Retail","1996","FAO TIER 1","13906.2005"
"Emissions totals","Germany","Emissions (CO2)","Food Retail","1997","FAO TIER 1","12748.5203"
"Emissions totals","Germany","Emissions (CO2)","Food Retail","1998","FAO TIER 1","12625.0599"
"Emissions totals","Germany","Emissions (CO2)","Food Retail","1999","FAO TIER 1","12699.4593"
"Emissions totals","Germany","Emissions (CO2)","Food Retail","2000","FAO TIER 1","13101.6117"
"Emissions totals","Germany","Emissions (CO2)","Food Retail","2001","FAO TIER 1","14034.5495"
"Emissions totals","Germany","Emissions (CO2)","Food Retail","2002","FAO TIER 1","14362.2253"
"Emissions totals","Germany","Emissions (CO2)","Food Retail","2003","FAO TIER 1","15398.3002"
"Emissions totals","Germany","Emissions (CO2)","Food Retail","2004","FAO TIER 1","14865.1578"
"Emissions totals","Germany","Emissions (CO2)","Food Retail","2005","FAO TIER 1","14489.094"
"Emissions totals","Germany","Emissions (CO2)","Food Retail","2006","FAO TIER 1","15297.5336"
"Emissions totals","Germany","Emissions (CO2)","Food Retail","2007","FAO TIER 1","13904.4209"
"Emissions totals","Germany","Emissions (CO2)","Food Retail","2008","FAO TIER 1","14436.2943"
"Emissions totals","Germany","Emissions (CO2)","Food Retail","2009","FAO TIER 1","14024.268"
"Emissions totals","Germany","Emissions (CO2)","Food Retail","2010","FAO TIER 1","14156.9115"
"Emissions totals","Germany","Emissions (CO2)","Food Retail","2011","FAO TIER 1","12996.633"
"Emissions totals","Germany","Emissions (CO2)","Food Retail","2012","FAO TIER 1","13529.1057"
"Emissions totals","Germany","Emissions (CO2)","Food Retail","2013","FAO TIER 1","14011.3935"
"Emissions totals","Germany","Emissions (CO2)","Food Retail","2014","FAO TIER 1","12712.9155"
"Emissions totals","Germany","Emissions (CO2)","Food Retail","2015","FAO TIER 1","13011.7457"
"Emissions totals","Germany","Emissions (CO2)","Food Retail","2016","FAO TIER 1","12843.798"
"Emissions totals","Germany","Emissions (CO2)","Food Retail","2017","FAO TIER 1","12423.6847"
"Emissions totals","Germany","Emissions (CO2)","Food Retail","2018","FAO TIER 1","11021.3078"
"Emissions totals","Germany","Emissions (CO2)","Food Retail","2019","FAO TIER 1","11192.6735"
"Emissions totals","Germany","Emissions (CO2)","Food Retail","2020","FAO TIER 1","9220.9732"
"Emissions totals","Germany","Emissions (CO2)","Food Retail","2021","FAO TIER 1","9924.0398"
"Emissions totals","Germany","Emissions (CO2)","Food Household Consumption","1990","FAO TIER 1","35449.1724"
"Emissions totals","Germany","Emissions (CO2)","Food Household Consumption","1991","FAO TIER 1","33443.2158"
"Emissions totals","Germany","Emissions (CO2)","Food Household Consumption","1992","FAO TIER 1","32813.5623"
"Emissions totals","Germany","Emissions (CO2)","Food Household Consumption","1993","FAO TIER 1","34180.1595"
"Emissions totals","Germany","Emissions (CO2)","Food Household Consumption","1994","FAO TIER 1","33670.5076"
"Emissions totals","Germany","Emissions (CO2)","Food Household Consumption","1995","FAO TIER 1","34149.9775"
"Emissions totals","Germany","Emissions (CO2)","Food Household Consumption","1996","FAO TIER 1","36606.987"
"Emissions totals","Germany","Emissions (CO2)","Food Household Consumption","1997","FAO TIER 1","34344.2145"
"Emissions totals","Germany","Emissions (CO2)","Food Household Consumption","1998","FAO TIER 1","33905.9654"
"Emissions totals","Germany","Emissions (CO2)","Food Household Consumption","1999","FAO TIER 1","32832.9054"
"Emissions totals","Germany","Emissions (CO2)","Food Household Consumption","2000","FAO TIER 1","32624.2654"
"Emissions totals","Germany","Emissions (CO2)","Food Household Consumption","2001","FAO TIER 1","34668.7394"
"Emissions totals","Germany","Emissions (CO2)","Food Household Consumption","2002","FAO TIER 1","35422.9058"
"Emissions totals","Germany","Emissions (CO2)","Food Household Consumption","2003","FAO TIER 1","34180.0496"
"Emissions totals","Germany","Emissions (CO2)","Food Household Consumption","2004","FAO TIER 1","34093.3383"
"Emissions totals","Germany","Emissions (CO2)","Food Household Consumption","2005","FAO TIER 1","34085.4189"
"Emissions totals","Germany","Emissions (CO2)","Food Household Consumption","2006","FAO TIER 1","33661.4413"
"Emissions totals","Germany","Emissions (CO2)","Food Household Consumption","2007","FAO TIER 1","34266.5272"
"Emissions totals","Germany","Emissions (CO2)","Food Household Consumption","2008","FAO TIER 1","33666.7425"
"Emissions totals","Germany","Emissions (CO2)","Food Household Consumption","2009","FAO TIER 1","32651.0141"
"Emissions totals","Germany","Emissions (CO2)","Food Household Consumption","2010","FAO TIER 1","31593.8289"
"Emissions totals","Germany","Emissions (CO2)","Food Household Consumption","2011","FAO TIER 1","32087.5082"
"Emissions totals","Germany","Emissions (CO2)","Food Household Consumption","2012","FAO TIER 1","33062.6617"
"Emissions totals","Germany","Emissions (CO2)","Food Household Consumption","2013","FAO TIER 1","32819.7088"
"Emissions totals","Germany","Emissions (CO2)","Food Household Consumption","2014","FAO TIER 1","29976.1054"
"Emissions totals","Germany","Emissions (CO2)","Food Household Consumption","2015","FAO TIER 1","29104.5977"
"Emissions totals","Germany","Emissions (CO2)","Food Household Consumption","2016","FAO TIER 1","30413.6033"
"Emissions totals","Germany","Emissions (CO2)","Food Household Consumption","2017","FAO TIER 1","28533.7239"
"Emissions totals","Germany","Emissions (CO2)","Food Household Consumption","2018","FAO TIER 1","27634.3202"
"Emissions totals","Germany","Emissions (CO2)","Food Household Consumption","2019","FAO TIER 1","24712.8148"
"Emissions totals","Germany","Emissions (CO2)","Food Household Consumption","2020","FAO TIER 1","24595.1007"
"Emissions totals","Germany","Emissions (CO2)","Food Household Consumption","2021","FAO TIER 1","27134.8757"
"Emissions totals","Germany","Emissions (CO2)","Food Transport","1990","FAO TIER 1","12775.0714"
"Emissions totals","Germany","Emissions (CO2)","Food Transport","1991","FAO TIER 1","13063.2359"
"Emissions totals","Germany","Emissions (CO2)","Food Transport","1992","FAO TIER 1","13273.441"
"Emissions totals","Germany","Emissions (CO2)","Food Transport","1993","FAO TIER 1","13639.3784"
"Emissions totals","Germany","Emissions (CO2)","Food Transport","1994","FAO TIER 1","13419.4111"
"Emissions totals","Germany","Emissions (CO2)","Food Transport","1995","FAO TIER 1","13554.1495"
"Emissions totals","Germany","Emissions (CO2)","Food Transport","1996","FAO TIER 1","13632.4138"
"Emissions totals","Germany","Emissions (CO2)","Food Transport","1997","FAO TIER 1","13666.4231"
"Emissions totals","Germany","Emissions (CO2)","Food Transport","1998","FAO TIER 1","13894.677"
"Emissions totals","Germany","Emissions (CO2)","Food Transport","1999","FAO TIER 1","14269.3891"
"Emissions totals","Germany","Emissions (CO2)","Food Transport","2000","FAO TIER 1","13916.9981"
"Emissions totals","Germany","Emissions (CO2)","Food Transport","2001","FAO TIER 1","13614.3515"
"Emissions totals","Germany","Emissions (CO2)","Food Transport","2002","FAO TIER 1","13414.5551"
"Emissions totals","Germany","Emissions (CO2)","Food Transport","2003","FAO TIER 1","12996.2218"
"Emissions totals","Germany","Emissions (CO2)","Food Transport","2004","FAO TIER 1","13070.0925"
"Emissions totals","Germany","Emissions (CO2)","Food Transport","2005","FAO TIER 1","12560.6546"
"Emissions totals","Germany","Emissions (CO2)","Food Transport","2006","FAO TIER 1","12524.4793"
"Emissions totals","Germany","Emissions (CO2)","Food Transport","2007","FAO TIER 1","12222.5032"
"Emissions totals","Germany","Emissions (CO2)","Food Transport","2008","FAO TIER 1","12365.8726"
"Emissions totals","Germany","Emissions (CO2)","Food Transport","2009","FAO TIER 1","12450.0867"
"Emissions totals","Germany","Emissions (CO2)","Food Transport","2010","FAO TIER 1","12621.305"
"Emissions totals","Germany","Emissions (CO2)","Food Transport","2011","FAO TIER 1","12831.2415"
"Emissions totals","Germany","Emissions (CO2)","Food Transport","2012","FAO TIER 1","12725.7768"
"Emissions totals","Germany","Emissions (CO2)","Food Transport","2013","FAO TIER 1","13003.0621"
"Emissions totals","Germany","Emissions (CO2)","Food Transport","2014","FAO TIER 1","13193.9581"
"Emissions totals","Germany","Emissions (CO2)","Food Transport","2015","FAO TIER 1","13386.2346"
"Emissions totals","Germany","Emissions (CO2)","Food Transport","2016","FAO TIER 1","13648.8118"
"Emissions totals","Germany","Emissions (CO2)","Food Transport","2017","FAO TIER 1","13862.9567"
"Emissions totals","Germany","Emissions (CO2)","Food Transport","2018","FAO TIER 1","13379.2866"
"Emissions totals","Germany","Emissions (CO2)","Food Transport","2019","FAO TIER 1","13524.7896"
"Emissions totals","Germany","Emissions (CO2)","Food Transport","2020","FAO TIER 1","12412.2387"
"Emissions totals","Germany","Emissions (CO2)","Food Transport","2021","FAO TIER 1","12754.2187"
"Emissions totals","Germany","Emissions (CO2)","IPPU","1990","FAO TIER 1","49290.226"
"Emissions totals","Germany","Emissions (CO2)","IPPU","1991","FAO TIER 1","45576.123"
"Emissions totals","Germany","Emissions (CO2)","IPPU","1992","FAO TIER 1","45434.858"
"Emissions totals","Germany","Emissions (CO2)","IPPU","1993","FAO TIER 1","44838.613"
"Emissions totals","Germany","Emissions (CO2)","IPPU","1994","FAO TIER 1","46034.461"
"Emissions totals","Germany","Emissions (CO2)","IPPU","1995","FAO TIER 1","43163.341"
"Emissions totals","Germany","Emissions (CO2)","IPPU","1996","FAO TIER 1","41897.135"
"Emissions totals","Germany","Emissions (CO2)","IPPU","1997","FAO TIER 1","43295.982"
"Emissions totals","Germany","Emissions (CO2)","IPPU","1998","FAO TIER 1","44518.052"
"Emissions totals","Germany","Emissions (CO2)","IPPU","1999","FAO TIER 1","43715.446"
"Emissions totals","Germany","Emissions (CO2)","IPPU","2000","FAO TIER 1","50553.994"
"Emissions totals","Germany","Emissions (CO2)","IPPU","2001","FAO TIER 1","47530.917"
"Emissions totals","Germany","Emissions (CO2)","IPPU","2002","FAO TIER 1","45401.544"
"Emissions totals","Germany","Emissions (CO2)","IPPU","2003","FAO TIER 1","47217.368"
"Emissions totals","Germany","Emissions (CO2)","IPPU","2004","FAO TIER 1","47503.878"
"Emissions totals","Germany","Emissions (CO2)","IPPU","2005","FAO TIER 1","45697.75"
"Emissions totals","Germany","Emissions (CO2)","IPPU","2006","FAO TIER 1","47376.111"
"Emissions totals","Germany","Emissions (CO2)","IPPU","2007","FAO TIER 1","48260.394"
"Emissions totals","Germany","Emissions (CO2)","IPPU","2008","FAO TIER 1","46252.181"
"Emissions totals","Germany","Emissions (CO2)","IPPU","2009","FAO TIER 1","40429.075"
"Emissions totals","Germany","Emissions (CO2)","IPPU","2010","FAO TIER 1","45146.438"
"Emissions totals","Germany","Emissions (CO2)","IPPU","2011","FAO TIER 1","45881.047"
"Emissions totals","Germany","Emissions (CO2)","IPPU","2012","FAO TIER 1","44546.55"
"Emissions totals","Germany","Emissions (CO2)","IPPU","2013","FAO TIER 1","43825.69"
"Emissions totals","Germany","Emissions (CO2)","IPPU","2014","FAO TIER 1","44648.586"
"Emissions totals","Germany","Emissions (CO2)","IPPU","2015","FAO TIER 1","44247.729"
"Emissions totals","Germany","Emissions (CO2)","IPPU","2016","FAO TIER 1","44661.696"
"Emissions totals","Germany","Emissions (CO2)","IPPU","2017","FAO TIER 1","45667.064"
"Emissions totals","Germany","Emissions (CO2)","IPPU","2018","FAO TIER 1","44535.948"
"Emissions totals","Germany","Emissions (CO2)","IPPU","2019","FAO TIER 1","43920.037"
"Emissions totals","Germany","Emissions (CO2)","IPPU","2020","FAO TIER 1","42349.936"
"Emissions totals","Germany","Emissions (CO2)","IPPU","2021","FAO TIER 1","43675.42"
"Emissions totals","Germany","Emissions (CO2)","Waste","1990","FAO TIER 1","209"
"Emissions totals","Germany","Emissions (CO2)","Waste","1991","FAO TIER 1","207"
"Emissions totals","Germany","Emissions (CO2)","Waste","1992","FAO TIER 1","205"
"Emissions totals","Germany","Emissions (CO2)","Waste","1993","FAO TIER 1","204"
"Emissions totals","Germany","Emissions (CO2)","Waste","1994","FAO TIER 1","202"
"Emissions totals","Germany","Emissions (CO2)","Waste","1995","FAO TIER 1","200"
"Emissions totals","Germany","Emissions (CO2)","Waste","1996","FAO TIER 1","199"
"Emissions totals","Germany","Emissions (CO2)","Waste","1997","FAO TIER 1","197"
"Emissions totals","Germany","Emissions (CO2)","Waste","1998","FAO TIER 1","195"
"Emissions totals","Germany","Emissions (CO2)","Waste","1999","FAO TIER 1","194"
"Emissions totals","Germany","Emissions (CO2)","Waste","2000","FAO TIER 1","192"
"Emissions totals","Germany","Emissions (CO2)","Waste","2001","FAO TIER 1","190"
"Emissions totals","Germany","Emissions (CO2)","Waste","2002","FAO TIER 1","189"
"Emissions totals","Germany","Emissions (CO2)","Waste","2003","FAO TIER 1","187"
"Emissions totals","Germany","Emissions (CO2)","Waste","2004","FAO TIER 1","185"
"Emissions totals","Germany","Emissions (CO2)","Waste","2005","FAO TIER 1","184"
"Emissions totals","Germany","Emissions (CO2)","Waste","2006","FAO TIER 1","182"
"Emissions totals","Germany","Emissions (CO2)","Waste","2007","FAO TIER 1","180"
"Emissions totals","Germany","Emissions (CO2)","Waste","2008","FAO TIER 1","179"
"Emissions totals","Germany","Emissions (CO2)","Waste","2009","FAO TIER 1","177"
"Emissions totals","Germany","Emissions (CO2)","Waste","2010","FAO TIER 1","175"
"Emissions totals","Germany","Emissions (CO2)","Waste","2011","FAO TIER 1","174"
"Emissions totals","Germany","Emissions (CO2)","Waste","2012","FAO TIER 1","172"
"Emissions totals","Germany","Emissions (CO2)","Waste","2013","FAO TIER 1","170"
"Emissions totals","Germany","Emissions (CO2)","Waste","2014","FAO TIER 1","169"
"Emissions totals","Germany","Emissions (CO2)","Waste","2015","FAO TIER 1","167"
"Emissions totals","Germany","Emissions (CO2)","Waste","2016","FAO TIER 1","165"
"Emissions totals","Germany","Emissions (CO2)","Waste","2017","FAO TIER 1","164"
"Emissions totals","Germany","Emissions (CO2)","Waste","2018","FAO TIER 1","162"
"Emissions totals","Germany","Emissions (CO2)","Waste","2019","FAO TIER 1","160"
"Emissions totals","Germany","Emissions (CO2)","Waste","2020","FAO TIER 1","159"
"Emissions totals","Germany","Emissions (CO2)","Waste","2021","FAO TIER 1","109.4472"
"Emissions totals","India","Emissions (CO2)","Drained organic soils (CO2)","1990","FAO TIER 1","5007.9141"
"Emissions totals","India","Emissions (CO2)","Drained organic soils (CO2)","1991","FAO TIER 1","5007.9141"
"Emissions totals","India","Emissions (CO2)","Drained organic soils (CO2)","1992","FAO TIER 1","5007.9141"
"Emissions totals","India","Emissions (CO2)","Drained organic soils (CO2)","1993","FAO TIER 1","5007.9141"
"Emissions totals","India","Emissions (CO2)","Drained organic soils (CO2)","1994","FAO TIER 1","5007.9141"
"Emissions totals","India","Emissions (CO2)","Drained organic soils (CO2)","1995","FAO TIER 1","5023.7664"
"Emissions totals","India","Emissions (CO2)","Drained organic soils (CO2)","1996","FAO TIER 1","5022.4718"
"Emissions totals","India","Emissions (CO2)","Drained organic soils (CO2)","1997","FAO TIER 1","5026.1344"
"Emissions totals","India","Emissions (CO2)","Drained organic soils (CO2)","1998","FAO TIER 1","5025.4913"
"Emissions totals","India","Emissions (CO2)","Drained organic soils (CO2)","1999","FAO TIER 1","5010.6514"
"Emissions totals","India","Emissions (CO2)","Drained organic soils (CO2)","2000","FAO TIER 1","4989.3234"
"Emissions totals","India","Emissions (CO2)","Drained organic soils (CO2)","2001","FAO TIER 1","4987.1322"
"Emissions totals","India","Emissions (CO2)","Drained organic soils (CO2)","2002","FAO TIER 1","4983.2256"
"Emissions totals","India","Emissions (CO2)","Drained organic soils (CO2)","2003","FAO TIER 1","4976.3578"
"Emissions totals","India","Emissions (CO2)","Drained organic soils (CO2)","2004","FAO TIER 1","4972.8339"
"Emissions totals","India","Emissions (CO2)","Drained organic soils (CO2)","2005","FAO TIER 1","4960.7204"
"Emissions totals","India","Emissions (CO2)","Drained organic soils (CO2)","2006","FAO TIER 1","4961.4148"
"Emissions totals","India","Emissions (CO2)","Drained organic soils (CO2)","2007","FAO TIER 1","4959.8349"
"Emissions totals","India","Emissions (CO2)","Drained organic soils (CO2)","2008","FAO TIER 1","4958.4544"
"Emissions totals","India","Emissions (CO2)","Drained organic soils (CO2)","2009","FAO TIER 1","4962.8263"
"Emissions totals","India","Emissions (CO2)","Drained organic soils (CO2)","2010","FAO TIER 1","4960.9248"
"Emissions totals","India","Emissions (CO2)","Drained organic soils (CO2)","2011","FAO TIER 1","4960.0144"
"Emissions totals","India","Emissions (CO2)","Drained organic soils (CO2)","2012","FAO TIER 1","4958.2084"
"Emissions totals","India","Emissions (CO2)","Drained organic soils (CO2)","2013","FAO TIER 1","4957.4127"
"Emissions totals","India","Emissions (CO2)","Drained organic soils (CO2)","2014","FAO TIER 1","4953.2382"
"Emissions totals","India","Emissions (CO2)","Drained organic soils (CO2)","2015","FAO TIER 1","4952.0492"
"Emissions totals","India","Emissions (CO2)","Drained organic soils (CO2)","2016","FAO TIER 1","4945.1758"
"Emissions totals","India","Emissions (CO2)","Drained organic soils (CO2)","2017","FAO TIER 1","4945.1662"
"Emissions totals","India","Emissions (CO2)","Drained organic soils (CO2)","2018","FAO TIER 1","4946.1663"
"Emissions totals","India","Emissions (CO2)","Drained organic soils (CO2)","2019","FAO TIER 1","4906.0323"
"Emissions totals","India","Emissions (CO2)","Drained organic soils (CO2)","2020","FAO TIER 1","4902.237"
"Emissions totals","India","Emissions (CO2)","Drained organic soils (CO2)","2021","FAO TIER 1","4902.237"
"Emissions totals","India","Emissions (CO2)","On-farm energy use","1990","FAO TIER 1","51789.7267"
