Domain,country,Element,Item,year,Source,co2_emissions
"Emissions totals","Nigeria","Emissions (CO2)","Fertilizers Manufacturing","2013","FAO TIER 1","165.6454"
"Emissions totals","Nigeria","Emissions (CO2)","Fertilizers Manufacturing","2014","FAO TIER 1","113.1437"
"Emissions totals","Nigeria","Emissions (CO2)","Fertilizers Manufacturing","2015","FAO TIER 1","173.8267"
"Emissions totals","Nigeria","Emissions (CO2)","Fertilizers Manufacturing","2016","FAO TIER 1","438.4112"
"Emissions totals","Nigeria","Emissions (CO2)","Fertilizers Manufacturing","2017","FAO TIER 1","907.9322"
"Emissions totals","Nigeria","Emissions (CO2)","Fertilizers Manufacturing","2018","FAO TIER 1","369.5525"
"Emissions totals","Nigeria","Emissions (CO2)","Fertilizers Manufacturing","2019","FAO TIER 1","379.505"
"Emissions totals","Nigeria","Emissions (CO2)","Fertilizers Manufacturing","2020","FAO TIER 1","417.5601"
"Emissions totals","Nigeria","Emissions (CO2)","Fertilizers Manufacturing","2021","FAO TIER 1","436.6059"
"Emissions totals","Nigeria","Emissions (CO2)","Pesticides Manufacturing","1990","FAO TIER 1","71.6318"
"Emissions totals","Nigeria","Emissions (CO2)","Pesticides Manufacturing","1991","FAO TIER 1","29.4408"
"Emissions totals","Nigeria","Emissions (CO2)","Pesticides Manufacturing","1992","FAO TIER 1","34.5351"
"Emissions totals","Nigeria","Emissions (CO2)","Pesticides Manufacturing","1993","FAO TIER 1","12.0182"
"Emissions totals","Nigeria","Emissions (CO2)","Pesticides Manufacturing","1994","FAO TIER 1","22.463"
"Emissions totals","Nigeria","Emissions (CO2)","Pesticides Manufacturing","1995","FAO TIER 1","42.3281"
"Emissions totals","Nigeria","Emissions (CO2)","Pesticides Manufacturing","1996","FAO TIER 1","90.9448"
"Emissions totals","Nigeria","Emissions (CO2)","Pesticides Manufacturing","1997","FAO TIER 1","211.602"
"Emissions totals","Nigeria","Emissions (CO2)","Pesticides Manufacturing","1998","FAO TIER 1","126.4739"
"Emissions totals","Nigeria","Emissions (CO2)","Pesticides Manufacturing","1999","FAO TIER 1","167.5986"
"Emissions totals","Nigeria","Emissions (CO2)","Pesticides Manufacturing","2000","FAO TIER 1","42.0857"
"Emissions totals","Nigeria","Emissions (CO2)","Pesticides Manufacturing","2001","FAO TIER 1","62.3044"
"Emissions totals","Nigeria","Emissions (CO2)","Pesticides Manufacturing","2002","FAO TIER 1","103.2484"
"Emissions totals","Nigeria","Emissions (CO2)","Pesticides Manufacturing","2003","FAO TIER 1","159.729"
"Emissions totals","Nigeria","Emissions (CO2)","Pesticides Manufacturing","2004","FAO TIER 1","263.8351"
"Emissions totals","Nigeria","Emissions (CO2)","Pesticides Manufacturing","2005","FAO TIER 1","319.2142"
"Emissions totals","Nigeria","Emissions (CO2)","Pesticides Manufacturing","2006","FAO TIER 1","170.4634"
"Emissions totals","Nigeria","Emissions (CO2)","Pesticides Manufacturing","2007","FAO TIER 1","61.2594"
"Emissions totals","Nigeria","Emissions (CO2)","Pesticides Manufacturing","2008","FAO TIER 1","161.0073"
"Emissions totals","Nigeria","Emissions (CO2)","Pesticides Manufacturing","2009","FAO TIER 1","404.167"
"Emissions totals","Nigeria","Emissions (CO2)","Pesticides Manufacturing","2010","FAO TIER 1","597.4257"
"Emissions totals","Nigeria","Emissions (CO2)","Pesticides Manufacturing","2011","FAO TIER 1","690.2423"
"Emissions totals","Nigeria","Emissions (CO2)","Pesticides Manufacturing","2012","FAO TIER 1","751.0903"
"Emissions totals","Nigeria","Emissions (CO2)","Pesticides Manufacturing","2013","FAO TIER 1","907.698"
"Emissions totals","Nigeria","Emissions (CO2)","Pesticides Manufacturing","2014","FAO TIER 1","832.7607"
"Emissions totals","Nigeria","Emissions (CO2)","Pesticides Manufacturing","2015","FAO TIER 1","729.0476"
"Emissions totals","Nigeria","Emissions (CO2)","Pesticides Manufacturing","2016","FAO TIER 1","614.1981"
"Emissions totals","Nigeria","Emissions (CO2)","Pesticides Manufacturing","2017","FAO TIER 1","827.0498"
"Emissions totals","Nigeria","Emissions (CO2)","Pesticides Manufacturing","2018","FAO TIER 1","1103.139"
"Emissions totals","Nigeria","Emissions (CO2)","Pesticides Manufacturing","2019","FAO TIER 1","1251.1706"
"Emissions totals","Nigeria","Emissions (CO2)","Pesticides Manufacturing","2020","FAO TIER 1","742.988"
"Emissions totals","Nigeria","Emissions (CO2)","Pesticides Manufacturing","2021","FAO TIER 1","1370.6617"
"Emissions totals","Nigeria","Emissions (CO2)","Food Processing","1990","FAO TIER 1","0"
"Emissions totals","Nigeria","Emissions (CO2)","Food Processing","1991","FAO TIER 1","0"
"Emissions totals","Nigeria","Emissions (CO2)","Food Processing","1992","FAO TIER 1","0"
"Emissions totals","Nigeria","Emissions (CO2)","Food Processing","1993","FAO TIER 1","0"
"Emissions totals","Nigeria","Emissions (CO2)","Food Processing","1994","FAO TIER 1","0"
"Emissions totals","Nigeria","Emissions (CO2)","Food Processing","1995","FAO TIER 1","0"
"Emissions totals","Nigeria","Emissions (CO2)","Food Processing","1996","FAO TIER 1","0"
"Emissions totals","Nigeria","Emissions (CO2)","Food Processing","1997","FAO TIER 1","0"
"Emissions totals","Nigeria","Emissions (CO2)","Food Processing","1998","FAO TIER 1","0"
"Emissions totals","Nigeria","Emissions (CO2)","Food Processing","1999","FAO TIER 1","0"
"Emissions totals","Nigeria","Emissions (CO2)","Food Processing","2000","FAO TIER 1","0"
"Emissions totals","Nigeria","Emissions (CO2)","Food Processing","2001","FAO TIER 1","0"
"Emissions totals","Nigeria","Emissions (CO2)","Food Processing","2002","FAO TIER 1","0"
"Emissions totals","Nigeria","Emissions (CO2)","Food Processing","2003","FAO TIER 1","0"
"Emissions totals","Nigeria","Emissions (CO2)","Food Processing","2004","FAO TIER 1","0"
"Emissions totals","Nigeria","Emissions (CO2)","Food Processing","2005","FAO TIER 1","0"
"Emissions totals","Nigeria","Emissions (CO2)","Food Processing","2006","FAO TIER 1","0"
"Emissions totals","Nigeria","Emissions (CO2)","Food Processing","2007","FAO TIER 1","0"
"Emissions totals","Nigeria","Emissions (CO2)","Food Processing","2008","FAO TIER 1","0"
"Emissions totals","Nigeria","Emissions (CO2)","Food Processing","2009","FAO TIER 1","0"
"Emissions totals","Nigeria","Emissions (CO2)","Food Processing","2010","FAO TIER 1","0"
"Emissions totals","Nigeria","Emissions (CO2)","Food Processing","2011","FAO TIER 1","0"
"Emissions totals","Nigeria","Emissions (CO2)","Food Processing","2012","FAO TIER 1","0"
"Emissions totals","Nigeria","Emissions (CO2)","Food Processing","2013","FAO TIER 1","0"
"Emissions totals","Nigeria","Emissions (CO2)","Food Processing","2014","FAO TIER 1","0"
"Emissions totals","Nigeria","Emissions (CO2)","Food Processing","2015","FAO TIER 1","0"
"Emissions totals","Nigeria","Emissions (CO2)","Food Processing","2016","FAO TIER 1","0"
"Emissions totals","Nigeria","Emissions (CO2)","Food Processing","2017","FAO TIER 1","0"
"Emissions totals","Nigeria","Emissions (CO2)","Food Processing","2018","FAO TIER 1","0"
"Emissions totals","Nigeria","Emissions (CO2)","Food Processing","2019","FAO TIER 1","0"
"Emissions totals","Nigeria","Emissions (CO2)","Food Processing","2020","FAO TIER 1","0"
"Emissions totals","Nigeria","Emissions (CO2)","Food Processing","2021","FAO TIER 1","0"
"Emissions totals","Nigeria","Emissions (CO2)","Food Packaging","1990","FAO TIER 1","8.4505"
"Emissions totals","Nigeria","Emissions (CO2)","Food Packaging","1991","FAO TIER 1","7.8895"
"Emissions totals","Nigeria","Emissions (CO2)","Food Packaging","1992","FAO TIER 1","8.3198"
"Emissions totals","Nigeria","Emissions (CO2)","Food Packaging","1993","FAO TIER 1","8.4082"
"Emissions totals","Nigeria","Emissions (CO2)","Food Packaging","1994","FAO TIER 1","9.1101"
"Emissions totals","Nigeria","Emissions (CO2)","Food Packaging","1995","FAO TIER 1","8.3698"
"Emissions totals","Nigeria","Emissions (CO2)","Food Packaging","1996","FAO TIER 1","8.4746"
"Emissions totals","Nigeria","Emissions (CO2)","Food Packaging","1997","FAO TIER 1","8.834"
"Emissions totals","Nigeria","Emissions (CO2)","Food Packaging","1998","FAO TIER 1","9.1133"
"Emissions totals","Nigeria","Emissions (CO2)","Food Packaging","1999","FAO TIER 1","9.5545"
"Emissions totals","Nigeria","Emissions (CO2)","Food Packaging","2000","FAO TIER 1","10.71"
"Emissions totals","Nigeria","Emissions (CO2)","Food Packaging","2001","FAO TIER 1","9.5053"
"Emissions totals","Nigeria","Emissions (CO2)","Food Packaging","2002","FAO TIER 1","9.7207"
"Emissions totals","Nigeria","Emissions (CO2)","Food Packaging","2003","FAO TIER 1","26.5255"
"Emissions totals","Nigeria","Emissions (CO2)","Food Packaging","2004","FAO TIER 1","18.224"
"Emissions totals","Nigeria","Emissions (CO2)","Food Packaging","2005","FAO TIER 1","16.7537"
"Emissions totals","Nigeria","Emissions (CO2)","Food Packaging","2006","FAO TIER 1","17.7308"
"Emissions totals","Nigeria","Emissions (CO2)","Food Packaging","2007","FAO TIER 1","19.6055"
"Emissions totals","Nigeria","Emissions (CO2)","Food Packaging","2008","FAO TIER 1","17.1592"
"Emissions totals","Nigeria","Emissions (CO2)","Food Packaging","2009","FAO TIER 1","8.0958"
"Emissions totals","Nigeria","Emissions (CO2)","Food Packaging","2010","FAO TIER 1","7.3264"
"Emissions totals","Nigeria","Emissions (CO2)","Food Packaging","2011","FAO TIER 1","25.4969"
"Emissions totals","Nigeria","Emissions (CO2)","Food Packaging","2012","FAO TIER 1","21.3868"
"Emissions totals","Nigeria","Emissions (CO2)","Food Packaging","2013","FAO TIER 1","23.045"
"Emissions totals","Nigeria","Emissions (CO2)","Food Packaging","2014","FAO TIER 1","24.2692"
"Emissions totals","Nigeria","Emissions (CO2)","Food Packaging","2015","FAO TIER 1","25.1148"
"Emissions totals","Nigeria","Emissions (CO2)","Food Packaging","2016","FAO TIER 1","24.5953"
"Emissions totals","Nigeria","Emissions (CO2)","Food Packaging","2017","FAO TIER 1","23.1915"
"Emissions totals","Nigeria","Emissions (CO2)","Food Packaging","2018","FAO TIER 1","24.5303"
"Emissions totals","Nigeria","Emissions (CO2)","Food Packaging","2019","FAO TIER 1","25.0632"
"Emissions totals","Nigeria","Emissions (CO2)","Food Packaging","2020","FAO TIER 1","25.1932"
"Emissions totals","Nigeria","Emissions (CO2)","Food Packaging","2021","FAO TIER 1","26.2697"
"Emissions totals","Nigeria","Emissions (CO2)","Food Retail","1990","FAO TIER 1","179.9135"
"Emissions totals","Nigeria","Emissions (CO2)","Food Retail","1991","FAO TIER 1","179.6295"
"Emissions totals","Nigeria","Emissions (CO2)","Food Retail","1992","FAO TIER 1","182.9288"
"Emissions totals","Nigeria","Emissions (CO2)","Food Retail","1993","FAO TIER 1","224.014"
"Emissions totals","Nigeria","Emissions (CO2)","Food Retail","1994","FAO TIER 1","187.1597"
"Emissions totals","Nigeria","Emissions (CO2)","Food Retail","1995","FAO TIER 1","192.5333"
"Emissions totals","Nigeria","Emissions (CO2)","Food Retail","1996","FAO TIER 1","728.6972"
"Emissions totals","Nigeria","Emissions (CO2)","Food Retail","1997","FAO TIER 1","1268.5861"
"Emissions totals","Nigeria","Emissions (CO2)","Food Retail","1998","FAO TIER 1","1813.0738"
"Emissions totals","Nigeria","Emissions (CO2)","Food Retail","1999","FAO TIER 1","2357.1378"
"Emissions totals","Nigeria","Emissions (CO2)","Food Retail","2000","FAO TIER 1","2921.0647"
"Emissions totals","Nigeria","Emissions (CO2)","Food Retail","2001","FAO TIER 1","3452.5107"
"Emissions totals","Nigeria","Emissions (CO2)","Food Retail","2002","FAO TIER 1","4017.6669"
"Emissions totals","Nigeria","Emissions (CO2)","Food Retail","2003","FAO TIER 1","4563.1338"
"Emissions totals","Nigeria","Emissions (CO2)","Food Retail","2004","FAO TIER 1","5181.4759"
"Emissions totals","Nigeria","Emissions (CO2)","Food Retail","2005","FAO TIER 1","5752.3246"
"Emissions totals","Nigeria","Emissions (CO2)","Food Retail","2006","FAO TIER 1","6295.172"
"Emissions totals","Nigeria","Emissions (CO2)","Food Retail","2007","FAO TIER 1","6963.7001"
"Emissions totals","Nigeria","Emissions (CO2)","Food Retail","2008","FAO TIER 1","7450.6891"
"Emissions totals","Nigeria","Emissions (CO2)","Food Retail","2009","FAO TIER 1","7974.9547"
"Emissions totals","Nigeria","Emissions (CO2)","Food Retail","2010","FAO TIER 1","8587.0162"
"Emissions totals","Nigeria","Emissions (CO2)","Food Retail","2011","FAO TIER 1","9212.3759"
"Emissions totals","Nigeria","Emissions (CO2)","Food Retail","2012","FAO TIER 1","5022.633"
"Emissions totals","Nigeria","Emissions (CO2)","Food Retail","2013","FAO TIER 1","9313.0905"
"Emissions totals","Nigeria","Emissions (CO2)","Food Retail","2014","FAO TIER 1","13688.7718"
"Emissions totals","Nigeria","Emissions (CO2)","Food Retail","2015","FAO TIER 1","18037.1146"
"Emissions totals","Nigeria","Emissions (CO2)","Food Retail","2016","FAO TIER 1","22361.2129"
"Emissions totals","Nigeria","Emissions (CO2)","Food Retail","2017","FAO TIER 1","26700.3496"
"Emissions totals","Nigeria","Emissions (CO2)","Food Retail","2018","FAO TIER 1","31086.0665"
"Emissions totals","Nigeria","Emissions (CO2)","Food Retail","2019","FAO TIER 1","35433.3878"
"Emissions totals","Nigeria","Emissions (CO2)","Food Retail","2020","FAO TIER 1","39777.1281"
"Emissions totals","Nigeria","Emissions (CO2)","Food Retail","2021","FAO TIER 1","44143.262"
"Emissions totals","Nigeria","Emissions (CO2)","Food Household Consumption","1990","FAO TIER 1","262.6693"
"Emissions totals","Nigeria","Emissions (CO2)","Food Household Consumption","1991","FAO TIER 1","276.8049"
"Emissions totals","Nigeria","Emissions (CO2)","Food Household Consumption","1992","FAO TIER 1","275.8415"
"Emissions totals","Nigeria","Emissions (CO2)","Food Household Consumption","1993","FAO TIER 1","292.1332"
"Emissions totals","Nigeria","Emissions (CO2)","Food Household Consumption","1994","FAO TIER 1","210.9732"
"Emissions totals","Nigeria","Emissions (CO2)","Food Household Consumption","1995","FAO TIER 1","191.88"
"Emissions totals","Nigeria","Emissions (CO2)","Food Household Consumption","1996","FAO TIER 1","185.0947"
"Emissions totals","Nigeria","Emissions (CO2)","Food Household Consumption","1997","FAO TIER 1","523.1022"
"Emissions totals","Nigeria","Emissions (CO2)","Food Household Consumption","1998","FAO TIER 1","256.7068"
"Emissions totals","Nigeria","Emissions (CO2)","Food Household Consumption","1999","FAO TIER 1","271.1306"
"Emissions totals","Nigeria","Emissions (CO2)","Food Household Consumption","2000","FAO TIER 1","233.0494"
"Emissions totals","Nigeria","Emissions (CO2)","Food Household Consumption","2001","FAO TIER 1","216.6965"
"Emissions totals","Nigeria","Emissions (CO2)","Food Household Consumption","2002","FAO TIER 1","306.893"
"Emissions totals","Nigeria","Emissions (CO2)","Food Household Consumption","2003","FAO TIER 1","294.4761"
"Emissions totals","Nigeria","Emissions (CO2)","Food Household Consumption","2004","FAO TIER 1","328.565"
"Emissions totals","Nigeria","Emissions (CO2)","Food Household Consumption","2005","FAO TIER 1","367.6183"
"Emissions totals","Nigeria","Emissions (CO2)","Food Household Consumption","2006","FAO TIER 1","316.9484"
"Emissions totals","Nigeria","Emissions (CO2)","Food Household Consumption","2007","FAO TIER 1","378.6128"
"Emissions totals","Nigeria","Emissions (CO2)","Food Household Consumption","2008","FAO TIER 1","393.6483"
"Emissions totals","Nigeria","Emissions (CO2)","Food Household Consumption","2009","FAO TIER 1","438.6243"
"Emissions totals","Nigeria","Emissions (CO2)","Food Household Consumption","2010","FAO TIER 1","487.6297"
"Emissions totals","Nigeria","Emissions (CO2)","Food Household Consumption","2011","FAO TIER 1","576.527"
"Emissions totals","Nigeria","Emissions (CO2)","Food Household Consumption","2012","FAO TIER 1","637.1341"
"Emissions totals","Nigeria","Emissions (CO2)","Food Household Consumption","2013","FAO TIER 1","606.3262"
"Emissions totals","Nigeria","Emissions (CO2)","Food Household Consumption","2014","FAO TIER 1","639.5281"
"Emissions totals","Nigeria","Emissions (CO2)","Food Household Consumption","2015","FAO TIER 1","649.9769"
"Emissions totals","Nigeria","Emissions (CO2)","Food Household Consumption","2016","FAO TIER 1","690.5972"
"Emissions totals","Nigeria","Emissions (CO2)","Food Household Consumption","2017","FAO TIER 1","715.0535"
"Emissions totals","Nigeria","Emissions (CO2)","Food Household Consumption","2018","FAO TIER 1","1041.5615"
"Emissions totals","Nigeria","Emissions (CO2)","Food Household Consumption","2019","FAO TIER 1","1515.5373"
"Emissions totals","Nigeria","Emissions (CO2)","Food Household Consumption","2020","FAO TIER 1","2314.8662"
"Emissions totals","Nigeria","Emissions (CO2)","Food Household Consumption","2021","FAO TIER 1","1073.7323"
"Emissions totals","Nigeria","Emissions (CO2)","Food Transport","1990","FAO TIER 1","1284.429"
"Emissions totals","Nigeria","Emissions (CO2)","Food Transport","1991","FAO TIER 1","1674.3952"
"Emissions totals","Nigeria","Emissions (CO2)","Food Transport","1992","FAO TIER 1","2043.5439"
"Emissions totals","Nigeria","Emissions (CO2)","Food Transport","1993","FAO TIER 1","1755.1573"
"Emissions totals","Nigeria","Emissions (CO2)","Food Transport","1994","FAO TIER 1","1409.0253"
"Emissions totals","Nigeria","Emissions (CO2)","Food Transport","1995","FAO TIER 1","1627.4743"
"Emissions totals","Nigeria","Emissions (CO2)","Food Transport","1996","FAO TIER 1","1870.1184"
"Emissions totals","Nigeria","Emissions (CO2)","Food Transport","1997","FAO TIER 1","2390.9589"
"Emissions totals","Nigeria","Emissions (CO2)","Food Transport","1998","FAO TIER 1","1551.3339"
"Emissions totals","Nigeria","Emissions (CO2)","Food Transport","1999","FAO TIER 1","2141.4518"
"Emissions totals","Nigeria","Emissions (CO2)","Food Transport","2000","FAO TIER 1","2227.9148"
"Emissions totals","Nigeria","Emissions (CO2)","Food Transport","2001","FAO TIER 1","2499.7448"
"Emissions totals","Nigeria","Emissions (CO2)","Food Transport","2002","FAO TIER 1","2932.0435"
"Emissions totals","Nigeria","Emissions (CO2)","Food Transport","2003","FAO TIER 1","3173.5818"
"Emissions totals","Nigeria","Emissions (CO2)","Food Transport","2004","FAO TIER 1","3227.2781"
"Emissions totals","Nigeria","Emissions (CO2)","Food Transport","2005","FAO TIER 1","2838.1482"
"Emissions totals","Nigeria","Emissions (CO2)","Food Transport","2006","FAO TIER 1","2535.3461"
