country,year,iso_code,population,gdp,cement_co2_per_capita,co2,co2_growth_abs,co2_growth_prct,co2_including_luc,co2_including_luc_growth_abs,co2_including_luc_growth_prct,co2_including_luc_per_capita,co2_including_luc_per_gdp,co2_including_luc_per_unit_energy,co2_per_capita,co2_per_gdp,co2_per_unit_energy,coal_co2,coal_co2_per_capita,consumption_co2,consumption_co2_per_capita,consumption_co2_per_gdp,cumulative_cement_co2,cumulative_co2,cumulative_co2_including_luc,cumulative_coal_co2,cumulative_flaring_co2,cumulative_gas_co2,cumulative_luc_co2,cumulative_oil_co2,cumulative_other_co2,energy_per_capita,energy_per_gdp,flaring_co2,flaring_co2_per_capita,gas_co2,gas_co2_per_capita,ghg_excluding_lucf_per_capita,ghg_per_capita,land_use_change_co2,land_use_change_co2_per_capita,methane,methane_per_capita,nitrous_oxide,nitrous_oxide_per_capita,oil_co2,oil_co2_per_capita,other_co2_per_capita,other_industry_co2,primary_energy_consumption,share_global_cement_co2,share_global_co2,share_global_co2_including_luc,share_global_coal_co2,share_global_cumulative_cement_co2,share_global_cumulative_co2,share_global_cumulative_co2_including_luc,share_global_cumulative_coal_co2,share_global_cumulative_flaring_co2,share_global_cumulative_gas_co2,share_global_cumulative_luc_co2,share_global_cumulative_oil_co2,share_global_cumulative_other_co2,share_global_flaring_co2,share_global_gas_co2,share_global_luc_co2,share_global_oil_co2,share_global_other_co2,share_of_temperature_change_from_ghg,temperature_change_from_ch4,temperature_change_from_co2,temperature_change_from_ghg,temperature_change_from_n2o,total_ghg,total_ghg_excluding_lucf,cluster
India,2008,IND,1206734848.0,4649547988992.0,0.061,1489.437,96.931,6.961,1637.771,150.929,10.151,1.357,0.352,0.294,1.234,0.32,0.267,910.795,0.755,1380.965,1.144,0.297,1125.458,28470.443,66555.547,18592.293,131.609,994.092,40779.555,7626.992,,4621.171,1.199,1.888,0.002,90.277,0.075,1.915,1.921,148.334,0.123,652.89,0.541,226.8,0.188,413.233,0.342,,,5576.529,6.406,4.648,4.453,6.898,4.33,2.227,3.314,3.022,0.94,0.604,5.553,1.685,,0.564,1.532,3.129,3.688,,4.331,0.029,0.023,0.057,0.005,2318.0,2310.91,1
India,2009,IND,1223640192.0,4993478819840.0,0.066,1612.216,122.779,8.243,1695.097,57.325,3.5,1.385,0.339,0.283,1.318,0.323,0.269,983.947,0.804,1525.243,1.246,0.305,1206.726,30082.66,68250.641,19576.24,133.488,1106.555,40862.434,8059.651,,4896.744,1.2,1.879,0.002,112.463,0.092,2.008,2.02,82.88,0.068,656.67,0.537,235.6,0.193,432.66,0.354,,,5991.853,6.914,5.119,4.615,7.55,4.442,2.297,3.338,3.116,0.931,0.65,5.525,1.739,,0.569,1.956,1.583,3.947,,4.355,0.029,0.024,0.058,0.005,2471.7,2457.28,2
India,2010,IND,1240613632.0,5361371185152.0,0.069,1677.337,65.121,4.039,1795.778,100.682,5.94,1.447,0.335,0.287,1.352,0.313,0.268,1015.983,0.819,1577.666,1.272,0.294,1292.755,31759.996,70046.414,20592.225,135.192,1240.676,40980.875,8499.151,,5038.898,1.166,1.704,0.001,134.121,0.108,2.071,2.081,118.441,0.095,663.02,0.534,243.09,0.196,439.5,0.354,,,6251.326,6.856,5.036,4.666,7.288,4.548,2.365,3.362,3.206,0.921,0.703,5.503,1.79,,0.499,2.166,2.288,3.879,,4.382,0.029,0.025,0.059,0.005,2581.25,2569.05,2
India,2011,IND,1257621248.0,5720693014528.0,0.073,1764.712,87.375,5.209,1862.452,66.674,3.713,1.481,0.326,0.283,1.403,0.308,0.268,1074.385,0.854,1631.101,1.297,0.285,1384.069,33524.711,71908.867,21666.609,137.84,1376.936,41078.617,8959.256,,5241.937,1.152,2.648,0.002,136.26,0.108,2.132,2.083,97.74,0.078,668.18,0.531,248.68,0.198,460.104,0.366,,,6592.371,6.768,5.125,4.697,7.293,4.649,2.434,3.387,3.298,0.917,0.753,5.477,1.843,,0.737,2.138,1.873,4.054,,4.408,0.03,0.025,0.06,0.005,2619.73,2681.72,2
India,2012,IND,1274487168.0,6052427857920.0,0.079,1925.7,160.987,9.123,2086.577,224.125,12.034,1.637,0.345,0.3,1.511,0.318,0.277,1206.452,0.947,1789.875,1.404,0.296,1484.307,35450.41,73995.445,22873.061,141.432,1502.541,41239.492,9449.069,,5452.142,1.148,3.592,0.003,125.605,0.099,2.223,2.178,160.877,0.126,670.17,0.526,249.89,0.196,489.814,0.384,,,6948.685,7.242,5.512,5.18,8.099,4.764,2.51,3.421,3.404,0.918,0.793,5.46,1.899,,0.952,1.932,3.01,4.26,,4.436,0.03,0.026,0.062,0.005,2776.41,2832.7,2
India,2013,IND,1291132032.0,6424470487040.0,0.084,1995.098,69.398,3.604,2212.392,125.815,6.03,1.714,0.344,0.308,1.545,0.311,0.278,1276.383,0.989,1781.389,1.38,0.277,1592.126,37445.508,76207.844,24149.445,144.698,1613.23,41456.789,9946.01,,5560.02,1.117,3.266,0.003,110.689,0.086,2.247,2.2,217.294,0.168,672.31,0.521,248.01,0.192,496.94,0.385,,,7178.72,7.472,5.663,5.518,8.515,4.884,2.587,3.459,3.516,0.916,0.823,5.454,1.953,,0.847,1.693,4.472,4.29,,4.463,0.031,0.027,0.063,0.005,2840.44,2900.89,2
India,2014,IND,1307246464.0,6875186200576.0,0.089,2148.344,153.246,7.681,2247.754,35.363,1.598,1.719,0.327,0.293,1.643,0.312,0.28,1407.057,1.076,1959.819,1.499,0.285,1707.951,39593.852,78455.594,25556.5,148.227,1722.698,41556.199,10458.475,,5862.708,1.115,3.529,0.003,109.467,0.084,2.359,2.312,99.411,0.076,676.35,0.517,250.28,0.191,512.465,0.392,,,7664.003,7.724,6.057,5.525,9.377,5.009,2.67,3.496,3.641,0.916,0.85,5.429,2.008,,0.912,1.647,1.907,4.41,,4.492,0.031,0.028,0.065,0.006,3022.2,3083.57,2
India,2015,IND,1322866560.0,7391521275904.0,0.089,2234.219,85.876,3.997,2386.868,139.113,6.189,1.804,0.323,0.301,1.689,0.302,0.282,1449.587,1.096,2095.201,1.584,0.283,1825.459,41828.074,80842.469,27006.088,152.365,1829.568,41708.844,11014.592,,5994.315,1.073,4.137,0.003,106.871,0.081,2.346,2.299,152.648,0.115,680.55,0.514,253.66,0.192,556.117,0.42,,,7929.679,8.135,6.3,5.808,9.887,5.136,2.754,3.538,3.769,0.919,0.874,5.41,2.068,,1.077,1.575,2.711,4.679,,4.522,0.032,0.029,0.066,0.006,3041.47,3104.05,2
India,2016,IND,1338636288.0,8057466126336.0,0.092,2354.658,120.439,5.391,2519.178,132.31,5.543,1.882,0.313,0.304,1.759,0.292,0.284,1499.401,1.12,2179.22,1.628,0.27,1948.741,44182.73,83361.633,28505.49,156.121,1943.191,41873.363,11629.188,,6189.113,1.028,3.756,0.003,113.622,0.085,2.351,2.328,164.52,0.123,686.7,0.513,253.42,0.189,614.597,0.459,,,8284.972,8.314,6.64,6.289,10.467,5.263,2.843,3.585,3.9,0.921,0.898,5.399,2.135,,1.004,1.63,3.577,5.119,,4.557,0.032,0.03,0.068,0.006,3116.76,3147.64,2
India,2017,IND,1354195712.0,8550029459456.0,0.089,2426.607,71.949,3.056,2547.878,28.7,1.139,1.881,0.298,0.296,1.792,0.284,0.282,1551.256,1.146,2273.49,1.679,0.266,2069.788,46609.336,85909.523,30056.744,158.944,2062.113,41994.637,12261.747,,6351.181,1.006,2.823,0.002,118.922,0.088,2.414,2.394,121.271,0.09,690.35,0.51,259.3,0.191,632.558,0.467,,,8600.742,8.046,6.736,6.277,10.706,5.372,2.931,3.631,4.033,0.917,0.923,5.383,2.202,,0.729,1.67,2.657,5.177,,4.591,0.032,0.031,0.069,0.006,3241.44,3269.58,2
India,2018,IND,1369003264.0,9173200797696.0,0.102,2593.058,166.451,6.859,2718.08,170.203,6.68,1.985,0.296,0.299,1.894,0.283,0.285,1668.318,1.219,2425.254,1.772,0.264,2208.753,49202.395,88627.594,31725.062,161.434,2188.314,42119.66,12918.831,,6638.485,0.991,2.49,0.002,126.201,0.092,2.51,2.488,125.022,0.091,698.39,0.51,265.4,0.194,657.084,0.48,,,9088.107,8.875,7.053,6.621,11.33,5.509,3.024,3.682,4.174,0.91,0.948,5.369,2.269,,0.611,1.683,2.918,5.356,,4.629,0.033,0.033,0.071,0.006,3406.53,3436.07,2
India,2019,IND,1383112064.0,9595463401472.0,0.104,2612.888,19.83,0.765,2708.915,-9.166,-0.337,1.959,0.282,0.291,1.889,0.272,0.28,1661.94,1.202,2447.512,1.77,0.255,2352.417,51815.281,91336.516,33387.0,163.888,2316.99,42215.688,13594.984,,6736.512,0.971,2.454,0.002,128.676,0.093,2.467,2.444,96.027,0.069,698.12,0.505,272.13,0.197,676.154,0.489,,,9317.351,8.891,7.054,6.506,11.318,5.64,3.114,3.73,4.309,0.902,0.971,5.35,2.337,,0.564,1.688,2.089,5.463,,4.664,0.033,0.034,0.073,0.006,3380.31,3412.42,2
India,2020,IND,1396387072.0,8945313775616.0,0.088,2421.552,-191.336,-7.323,2494.395,-214.52,-7.919,1.786,0.279,0.283,1.734,0.271,0.274,1561.799,1.118,2247.732,1.61,0.251,2475.325,54236.836,93830.906,34948.801,166.694,2444.984,42288.523,14201.029,,6322.297,0.987,2.806,0.002,127.994,0.092,2.292,2.268,72.843,0.052,698.5,0.5,279.92,0.2,606.045,0.434,,,8828.374,7.526,6.917,6.347,10.979,5.711,3.192,3.772,4.43,0.897,0.993,5.33,2.397,,0.704,1.694,1.696,5.56,,4.697,0.033,0.035,0.074,0.006,3166.95,3200.82,2
United States,1990,USA,248083728.0,9250377039872.0,0.135,5120.957,-11.249,-0.219,5410.202,5.273,0.098,21.808,0.585,0.239,20.642,0.554,0.226,1814.521,7.314,5048.03,20.348,0.546,1585.103,249214.438,374789.969,119475.57,873.047,38160.391,125745.711,88556.281,564.04,91135.344,2.444,46.339,0.187,1023.151,4.124,23.603,21.963,289.245,1.166,673.88,2.716,239.74,0.966,2178.912,8.783,0.099,24.55,22609.195,6.783,22.507,19.378,20.852,12.943,30.848,26.048,27.311,10.679,48.221,19.786,32.921,30.486,17.905,26.712,5.598,23.568,11.008,20.815,0.037,0.158,0.202,0.007,5448.74,5855.54,0
United States,1991,USA,251560192.0,9224687976448.0,0.13,5062.957,-58.0,-1.133,5299.991,-110.212,-2.037,21.068,0.575,0.235,20.126,0.549,0.224,1797.739,7.146,4961.271,19.722,0.538,1617.84,254277.391,380089.969,121273.312,918.396,39203.391,125982.742,90676.109,588.347,89758.711,2.448,45.348,0.18,1042.997,4.146,23.097,21.48,237.034,0.942,675.93,2.687,238.78,0.949,2119.828,8.427,0.097,24.308,22579.719,6.451,21.795,18.81,20.869,12.685,30.595,25.909,27.186,10.869,47.207,19.67,32.535,28.481,16.55,26.68,4.792,21.835,11.275,20.695,0.037,0.16,0.205,0.007,5403.58,5810.38,0
United States,1992,USA,255175328.0,9552658432000.0,0.129,5174.228,111.271,2.198,5353.906,53.915,1.017,20.981,0.56,0.234,20.277,0.542,0.226,1819.076,7.129,5148.226,20.175,0.539,1650.833,259451.609,385443.844,123092.383,963.411,40284.984,126162.422,92847.5,612.506,89793.594,2.399,45.015,0.176,1081.595,4.239,23.1,21.506,179.678,0.704,679.03,2.661,243.25,0.953,2171.389,8.509,0.095,24.159,22913.109,6.242,22.928,19.265,21.631,12.429,30.393,25.786,27.084,11.084,46.301,19.539,32.248,26.841,18.603,27.315,3.44,23.573,11.176,20.591,0.037,0.163,0.207,0.007,5487.86,5894.66,0
United States,1993,USA,258779760.0,9814940844032.0,0.135,5272.851,98.623,1.906,5437.705,83.799,1.565,21.013,0.554,0.232,20.376,0.537,0.225,1880.75,7.268,5207.483,20.123,0.531,1685.671,264724.469,390881.562,124973.141,1007.424,41395.141,126327.273,95027.07,636.029,90410.414,2.384,44.013,0.17,1110.157,4.29,23.209,21.636,164.854,0.637,671.94,2.597,246.39,0.952,2179.57,8.422,0.091,23.523,23396.385,6.319,23.128,19.471,22.097,12.185,30.204,25.67,26.992,11.287,45.453,19.41,31.982,25.461,18.801,27.296,3.214,23.644,10.883,20.499,0.037,0.165,0.21,0.007,5599.07,6006.01,0
United States,1994,USA,262273584.0,10211205054464.0,0.138,5364.279,91.429,1.734,5580.025,142.321,2.617,21.276,0.546,0.234,20.453,0.525,0.225,1894.587,7.224,5312.556,20.256,0.52,1721.981,270088.75,396461.594,126867.719,1051.833,42532.605,126543.023,97253.906,660.697,90836.938,2.333,44.409,0.169,1137.466,4.337,23.26,21.708,215.746,0.823,684.61,2.61,253.52,0.967,2226.839,8.491,0.094,24.668,23824.129,6.171,23.288,19.368,22.135,11.94,30.027,25.553,26.904,11.383,44.689,19.272,31.742,24.34,14.106,27.73,3.735,24.063,11.4,20.407,0.038,0.167,0.212,0.007,5693.42,6100.51,0
United States,1995,USA,265660560.0,10488856444928.0,0.14,5425.259,60.98,1.137,5524.228,-55.798,-1.0,20.794,0.527,0.227,20.422,0.517,0.223,1913.488,7.203,5372.45,20.223,0.512,1759.057,275514.0,401985.844,128781.203,1094.589,43718.887,126641.992,99471.961,688.309,91633.539,2.321,42.757,0.161,1186.277,4.465,23.22,21.689,98.968,0.373,682.64,2.57,255.78,0.963,2218.052,8.349,0.104,27.612,24343.418,5.958,23.062,18.942,21.736,11.692,29.849,25.431,26.809,11.441,43.989,19.123,31.506,23.428,13.096,28.177,1.755,23.751,12.351,20.313,0.038,0.17,0.215,0.007,5761.9,6168.77,0
United States,1996,USA,268984352.0,10886951469056.0,0.139,5612.983,187.723,3.46,5693.196,168.969,3.059,21.166,0.523,0.226,20.867,0.516,0.223,1993.662,7.412,5540.393,20.597,0.509,1796.365,281127.0,407679.0,130774.867,1135.889,44925.102,126722.203,101777.531,717.232,93557.016,2.312,41.299,0.154,1206.218,4.484,23.566,22.058,80.214,0.298,681.39,2.533,262.89,0.977,2305.573,8.571,0.108,28.923,25165.373,5.874,23.146,18.822,22.092,11.457,29.677,25.307,26.722,11.453,43.288,18.963,31.283,22.697,11.781,27.435,1.337,23.963,13.027,20.22,0.038,0.172,0.217,0.008,5933.25,6338.95,0
United States,1997,USA,272395424.0,11375561670656.0,0.142,5688.142,75.16,1.339,5791.189,97.993,1.721,21.26,0.509,0.228,20.882,0.5,0.224,2039.02,7.486,5646.006,20.727,0.496,1834.926,286815.125,413470.188,132813.891,1177.307,46138.977,126825.25,104103.852,746.178,93078.266,2.229,41.419,0.152,1213.878,4.456,24.232,22.737,103.047,0.378,671.83,2.466,256.15,0.94,2326.319,8.54,0.106,28.946,25354.094,5.835,23.316,18.167,22.712,11.229,29.518,25.168,26.65,11.463,42.644,18.769,31.065,22.052,11.735,27.504,1.377,23.818,12.938,20.125,0.038,0.175,0.22,0.008,6193.38,6600.8,0
United States,1998,USA,275835008.0,11881793191936.0,0.143,5733.281,45.138,0.794,5846.14,54.95,0.949,21.194,0.492,0.229,20.785,0.483,0.225,2063.092,7.479,5811.634,21.069,0.489,1874.387,292548.406,419316.344,134876.984,1216.329,47329.984,126938.109,106474.602,776.127,92495.008,2.147,39.022,0.141,1191.005,4.318,24.098,22.626,112.859,0.409,660.22,2.394,253.39,0.919,2370.752,8.595,0.109,29.949,25513.361,5.994,23.564,19.17,23.616,11.027,29.372,25.059,26.598,11.467,42.004,18.615,30.862,21.533,11.59,26.552,1.831,23.962,13.579,20.05,0.038,0.177,0.223,0.008,6241.11,6646.95,0
United States,1999,USA,279181568.0,12438444441600.0,0.144,5803.918,70.637,1.232,5955.642,109.502,1.873,21.333,0.479,0.229,20.789,0.467,0.224,2063.44,7.391,5990.146,21.456,0.482,1914.626,298352.344,425271.969,136940.422,1255.129,48527.973,127089.836,108907.93,806.249,93004.266,2.087,38.8,0.139,1197.99,4.291,23.812,22.36,151.724,0.543,648.0,2.321,251.84,0.902,2433.326,8.716,0.108,30.122,25965.076,5.827,23.371,19.313,23.282,10.824,29.226,24.955,26.541,11.476,41.379,18.475,30.666,21.086,11.753,26.07,2.527,24.008,13.739,19.977,0.038,0.18,0.225,0.008,6242.51,6647.8,0
United States,2000,USA,282398560.0,12947416940544.0,0.147,6010.136,206.218,3.553,6147.761,192.119,3.226,21.77,0.475,0.232,21.282,0.464,0.226,2163.759,7.662,6253.939,22.146,0.483,1956.071,304362.469,431419.75,139104.172,1294.044,49779.238,127227.461,111395.727,833.206,94002.734,2.05,38.915,0.138,1251.263,4.431,24.117,22.683,137.626,0.487,644.08,2.281,250.7,0.888,2487.797,8.81,0.095,26.957,26546.236,5.745,23.568,19.911,23.501,10.625,29.088,24.865,26.487,11.467,40.8,18.352,30.484,20.624,11.207,26.448,2.56,24.205,12.462,19.904,0.037,0.183,0.228,0.008,6405.57,6810.66,0
United States,2001,USA,285470496.0,13073809145856.0,0.146,5907.74,-102.396,-1.704,5950.588,-197.173,-3.207,20.845,0.455,0.23,20.695,0.452,0.228,2099.619,7.355,6176.889,21.638,0.472,1997.684,310270.188,437370.312,141203.797,1332.74,50978.059,127270.305,113898.117,859.806,90791.711,1.982,38.696,0.136,1198.819,4.199,23.678,22.308,42.849,0.15,636.64,2.23,244.76,0.857,2502.393,8.766,0.093,26.599,25918.355,5.519,23.01,19.376,22.676,10.424,28.943,24.77,26.421,11.469,40.215,18.225,30.31,20.215,11.522,25.205,0.851,24.163,12.468,19.819,0.037,0.185,0.231,0.008,6368.37,6759.41,0
United States,2002,USA,288350240.0,13307342749696.0,0.15,5946.308,38.568,0.653,5951.311,0.722,0.012,20.639,0.447,0.226,20.622,0.447,0.226,2103.791,7.296,6293.475,21.826,0.473,2040.848,316216.5,443321.656,143307.594,1371.632,52216.004,127275.312,116393.711,886.72,91199.055,1.976,38.893,0.135,1237.949,4.293,22.909,21.556,5.003,0.017,630.0,2.185,246.4,0.855,2495.597,8.655,0.093,26.914,26297.27,5.52,22.654,18.813,21.724,10.232,28.793,24.665,26.338,11.483,39.657,18.087,30.145,19.839,11.977,25.241,0.093,24.143,12.443,19.731,0.037,0.188,0.233,0.008,6215.68,6605.76,0
United States,2003,USA,291109824.0,13680911581184.0,0.149,6010.146,63.837,1.074,6074.277,122.967,2.066,20.866,0.444,0.23,20.646,0.439,0.228,2143.993,7.365,6488.713,22.29,0.474,2084.197,322226.656,449395.906,145451.578,1410.199,53417.031,127339.445,118951.18,912.466,90629.312,1.928,38.567,0.132,1201.023,4.126,22.913,21.572,64.132,0.22,630.12,2.165,255.03,0.876,2557.467,8.785,0.088,25.747,26383.084,5.041,21.738,18.142,20.375,10.017,28.619,24.546,26.225,11.475,39.062,17.947,29.983,19.453,11.192,23.629,1.099,24.087,11.648,19.635,0.037,0.19,0.236,0.008,6279.82,6670.16,0
United States,2004,USA,293947872.0,14198910222336.0,0.156,6112.655,102.51,1.706,6093.979,19.701,0.324,20.731,0.429,0.227,20.795,0.431,0.227,2164.773,7.364,6617.633,22.513,0.466,2130.083,328339.312,455489.906,147616.359,1449.319,54621.523,127320.766,121582.008,940.021,91509.82,1.894,39.12,0.133,1204.496,4.098,22.973,21.645,-18.676,-0.064,628.78,2.139,253.0,0.861,2630.825,8.95,0.094,27.555,26899.117,5.106,21.358,17.916,19.903,9.814,28.439,24.425,26.103,11.473,38.463,17.809,29.818,19.098,11.417,22.898,-0.346,23.894,11.898,19.535,0.037,0.193,0.239,0.009,6362.59,6752.99,0
United States,2005,USA,296842656.0,14673826021376.0,0.156,6132.183,19.528,0.319,6176.527,82.549,1.355,20.807,0.421,0.23,20.658,0.418,0.228,2188.244,7.372,6724.064,22.652,0.458,2176.277,334471.5,461666.406,149804.594,1488.749,55808.387,127365.109,124224.703,968.786,90662.727,1.834,39.43,0.133,1186.858,3.998,22.816,21.5,44.344,0.149,629.14,2.119,255.72,0.861,2642.692,8.903,0.097,28.765,26912.564,4.792,20.722,17.911,18.94,9.6,28.246,24.306,25.96,11.469,37.865,17.694,29.658,18.759,11.331,22.081,0.906,23.788,11.873,19.436,0.037,0.196,0.241,0.009,6382.16,6772.89,0
United States,2006,USA,299753088.0,15065164021760.0,0.156,6052.686,-79.497,-1.296,6014.732,-161.795,-2.62,20.066,0.399,0.225,20.192,0.402,0.227,2152.459,7.181,6707.72,22.377,0.445,2223.128,340524.156,467681.156,151957.062,1528.786,56981.594,127327.156,126834.406,999.206,89073.188,1.772,40.037,0.134,1173.211,3.914,22.298,20.995,-37.954,-0.127,630.36,2.103,263.82,0.88,2609.708,8.706,0.101,30.42,26699.963,4.456,19.776,16.782,17.644,9.372,28.033,24.167,25.787,11.47,37.26,17.561,29.492,18.444,11.52,21.163,-0.725,23.278,12.026,19.327,0.037,0.199,0.244,0.009,6293.17,6683.78,0
United States,2007,USA,302743392.0,15333184241664.0,0.15,6130.123,77.437,1.279,6076.254,61.522,1.023,20.071,0.396,0.224,20.249,0.4,0.226,2175.189,7.185,6639.217,21.93,0.433,2268.637,346654.312,473757.406,154132.25,1569.249,58228.984,127273.289,129426.617,1028.561,89404.797,1.765,40.463,0.134,1247.391,4.12,22.421,21.132,-53.868,-0.178,636.64,2.103,268.0,0.885,2592.216,8.562,0.097,29.355,27066.711,4.03,19.461,16.852,17.009,9.13,27.816,24.033,25.601,11.478,36.701,17.444,29.328,18.118,11.786,21.769,-1.182,23.044,11.307,19.225,0.037,0.201,0.247,0.009,6397.65,6787.86,0
United States,2008,USA,305694912.0,15288553701376.0,0.135,5915.119,-215.004,-3.507,5912.461,-163.793,-2.696,19.341,0.387,0.224,19.35,0.387,0.224,2135.724,6.986,6315.351,20.659,0.413,2310.052,352569.438,479669.875,156267.969,1611.304,59481.77,127270.633,131841.328,1056.997,86384.328,1.727,42.054,0.138,1252.781,4.098,21.594,20.319,-2.658,-0.009,645.0,2.11,250.3,0.819,2414.708,7.899,0.093,28.436,26407.25,3.622,18.461,16.074,16.175,8.887,27.582,23.887,25.399,11.504,36.147,17.331,29.135,17.804,12.563,21.254,-0.056,21.549,10.939,19.116,0.037,0.204,0.249,0.009,6211.3,6601.05,0
United States,2009,USA,308512032.0,14864003104768.0,0.096,5480.726,-434.393,-7.344,5430.801,-481.659,-8.147,17.603,0.365,0.216,17.765,0.369,0.218,1872.449,6.069,5779.449,18.733,0.389,2339.667,358050.125,485100.688,158140.422,1652.385,60713.375,127220.711,134121.672,1082.626,81392.367,1.689,41.082,0.133,1231.607,3.992,20.045,18.778,-49.924,-0.162,635.32,2.059,249.19,0.808,2280.345,7.391,0.083,25.629,25110.525,2.519,17.403,14.786,14.367,8.612,27.337,23.724,25.17,11.526,35.65,17.202,28.938,17.515,12.433,21.425,-0.953,20.803,10.502,18.995,0.037,0.206,0.252,0.009,5793.39,6184.15,0
United States,2010,USA,311182848.0,15239587299328.0,0.101,5679.715,198.99,3.631,5687.592,256.791,4.728,18.277,0.373,0.219,18.252,0.373,0.219,1982.954,6.372,5965.814,19.171,0.391,2371.116,363729.875,490788.25,160123.375,1695.793,62003.867,127228.586,136422.25,1113.462,83402.883,1.703,43.407,0.139,1290.495,4.147,20.741,19.485,7.877,0.025,653.3,2.099,256.66,0.825,2300.574,7.393,0.099,30.836,25953.547,2.506,17.053,14.779,14.224,8.342,27.082,23.559,24.932,11.553,35.13,17.083,28.732,17.324,12.713,20.838,0.152,20.305,12.527,18.869,0.036,0.209,0.254,0.009,6063.3,6454.24,0
United States,2011,USA,313876608.0,15477885632512.0,0.103,5546.116,-133.599,-2.352,5466.796,-220.796,-3.882,17.417,0.353,0.212,17.67,0.358,0.216,1873.284,5.968,5818.908,18.539,0.376,2403.325,369276.0,496255.062,161996.672,1743.656,63314.574,127149.266,138674.672,1143.102,81971.984,1.662,47.863,0.152,1310.707,4.176,19.928,18.63,-79.32,-0.253,659.04,2.1,264.28,0.842,2252.414,7.176,0.094,29.64,25729.088,2.387,16.105,13.786,12.716,8.072,26.808,23.376,24.658,11.595,34.623,16.954,28.525,17.055,13.314,20.567,-1.52,19.848,10.775,18.728,0.036,0.211,0.257,0.009,5847.39,6254.96,0
United States,2012,USA,316651328.0,15830887694336.0,0.111,5344.086,-202.03,-3.643,5371.383,-95.414,-1.745,16.963,0.339,0.214,16.877,0.338,0.213,1658.491,5.238,5652.215,17.85,0.357,2438.595,374620.062,501626.438,163655.156,1795.171,64686.648,127176.562,140870.688,1173.813,79100.781,1.582,51.515,0.163,1372.072,4.333,19.064,17.776,27.297,0.086,671.09,2.119,256.03,0.809,2196.025,6.935,0.097,30.712,25047.367,2.548,15.297,13.335,11.133,7.827,26.523,23.189,24.358,11.646,34.159,16.837,28.307,16.819,13.653,21.101,0.511,19.099,11.099,18.575,0.036,0.214,0.259,0.009,5628.8,6036.58,0
United States,2013,USA,319375168.0,16122472562688.0,0.114,5480.157,136.071,2.546,5462.715,91.333,1.7,17.104,0.339,0.212,17.159,0.34,0.213,1720.408,5.387,5738.613,17.968,0.356,2474.964,380100.219,507089.156,165375.562,1852.594,66097.125,127159.125,143095.312,1204.661,80559.258,1.596,57.423,0.18,1410.482,4.416,19.342,18.065,-17.441,-0.055,674.34,2.111,258.22,0.809,2224.627,6.966,0.097,30.847,25728.627,2.521,15.554,13.626,11.478,7.592,26.256,23.015,24.077,11.725,33.739,16.727,28.1,16.562,14.895,21.579,-0.359,19.204,10.473,18.434,0.036,0.216,0.261,0.01,5769.63,6177.42,0
United States,2014,USA,322033952.0,16491318607872.0,0.122,5528.681,48.524,0.885,5575.057,112.342,2.057,17.312,0.338,0.214,17.168,0.335,0.213,1710.594,5.312,5836.821,18.125,0.354,2514.403,385628.906,512664.219,167086.156,1915.718,67532.336,127205.5,145343.25,1237.045,80724.133,1.576,63.124,0.196,1435.209,4.457,19.328,18.062,46.376,0.144,699.9,2.173,259.33,0.805,2247.931,6.98,0.101,32.385,25995.912,2.63,15.589,13.705,11.399,7.374,26.001,22.846,23.806,11.835,33.34,16.62,27.904,16.322,16.31,21.593,0.889,19.343,10.604,18.295,0.036,0.218,0.264,0.01,5816.48,6224.27,0
United States,2015,USA,324607776.0,16937634496512.0,0.123,5376.473,-152.208,-2.753,5402.494,-172.563,-3.095,16.643,0.319,0.21,16.563,0.317,0.209,1479.145,4.557,5790.281,17.838,0.342,2554.31,391005.375,518066.688,168565.297,1980.09,69008.477,127231.516,147628.922,1268.282,79318.57,1.52,64.372,0.198,1476.136,4.547,18.829,17.575,26.021,0.08,702.68,2.165,259.86,0.801,2285.676,7.041,0.096,31.237,25747.426,2.763,15.161,13.147,10.088,7.186,25.748,22.672,23.526,11.949,32.965,16.502,27.711,16.09,16.752,21.761,0.462,19.231,10.287,18.156,0.036,0.221,0.266,0.01,5705.12,6112.06,0
United States,2016,USA,327210208.0,17220065296384.0,0.121,5252.932,-123.541,-2.298,5320.76,-81.734,-1.513,16.261,0.309,0.207,16.054,0.305,0.204,1347.943,4.12,5660.727,17.3,0.329,2593.75,396258.312,523387.469,169913.234,2035.228,70490.352,127299.344,149928.891,1296.859,78625.453,1.494,55.139,0.169,1481.873,4.529,18.347,17.674,67.828,0.207,683.93,2.09,265.33,0.811,2299.961,7.029,0.087,28.577,25727.051,2.66,14.814,13.282,9.409,7.005,25.498,22.51,23.249,12.01,32.588,16.412,27.522,15.848,14.733,21.261,1.475,19.155,9.51,18.023,0.036,0.223,0.268,0.01,5783.0,6003.24,0
