country,year,iso_code,population,gdp,cement_co2_per_capita,co2,co2_growth_abs,co2_growth_prct,co2_including_luc,co2_including_luc_growth_abs,co2_including_luc_growth_prct,co2_including_luc_per_capita,co2_including_luc_per_gdp,co2_including_luc_per_unit_energy,co2_per_capita,co2_per_gdp,co2_per_unit_energy,coal_co2,coal_co2_per_capita,consumption_co2,consumption_co2_per_capita,consumption_co2_per_gdp,cumulative_cement_co2,cumulative_co2,cumulative_co2_including_luc,cumulative_coal_co2,cumulative_flaring_co2,cumulative_gas_co2,cumulative_luc_co2,cumulative_oil_co2,cumulative_other_co2,energy_per_capita,energy_per_gdp,flaring_co2,flaring_co2_per_capita,gas_co2,gas_co2_per_capita,ghg_excluding_lucf_per_capita,ghg_per_capita,land_use_change_co2,land_use_change_co2_per_capita,methane,methane_per_capita,nitrous_oxide,nitrous_oxide_per_capita,oil_co2,oil_co2_per_capita,other_co2_per_capita,other_industry_co2,primary_energy_consumption,share_global_cement_co2,share_global_co2,share_global_co2_including_luc,share_global_coal_co2,share_global_cumulative_cement_co2,share_global_cumulative_co2,share_global_cumulative_co2_including_luc,share_global_cumulative_coal_co2,share_global_cumulative_flaring_co2,share_global_cumulative_gas_co2,share_global_cumulative_luc_co2,share_global_cumulative_oil_co2,share_global_cumulative_other_co2,share_global_flaring_co2,share_global_gas_co2,share_global_luc_co2,share_global_oil_co2,share_global_other_co2,share_of_temperature_change_from_ghg,temperature_change_from_ch4,temperature_change_from_co2,temperature_change_from_ghg,temperature_change_from_n2o,total_ghg,total_ghg_excluding_lucf,gdp_per_capita,cluster
India,1993,IND,926351296.0,1944353767424.0,0.029,677.299,21.852,3.334,807.224,-15.029,-1.828,0.871,0.415,0.309,0.731,0.348,0.259,433.121,0.468,651.937,0.704,0.335,396.295,12953.536,49463.125,9250.259,102.332,204.964,39204.039,2999.687,,2824.25,1.346,3.701,0.004,26.996,0.029,1.458,1.223,129.925,0.14,542.21,0.585,158.79,0.171,186.879,0.202,,,2616.248,4.826,2.971,2.89,5.089,2.865,1.478,3.248,1.998,1.146,0.225,6.024,1.01,,1.581,0.664,2.533,2.027,,4.075,0.023,0.016,0.042,0.004,1132.63,1350.48,2098.9378174562407,0
India,1994,IND,945261952.0,2055026769920.0,0.03,714.064,36.764,5.428,832.41,25.186,3.12,0.881,0.405,0.302,0.755,0.347,0.259,455.72,0.482,683.396,0.723,0.333,424.835,13667.601,50295.535,9705.979,104.183,233.961,39322.391,3198.642,,2916.78,1.342,1.852,0.002,28.997,0.031,1.477,1.246,118.346,0.125,546.88,0.579,164.49,0.174,198.955,0.21,,,2757.121,4.85,3.1,2.889,5.324,2.946,1.519,3.242,2.058,1.127,0.246,5.989,1.044,,0.588,0.707,2.049,2.15,,4.091,0.023,0.016,0.043,0.004,1177.9,1395.75,2174.028866360211,0
India,1995,IND,964279104.0,2189535739904.0,0.032,760.462,46.398,6.498,844.724,12.314,1.479,0.876,0.386,0.285,0.789,0.347,0.257,471.723,0.489,719.189,0.746,0.328,455.939,14428.062,51140.258,10177.702,106.487,273.011,39406.648,3414.923,,3072.884,1.353,2.303,0.002,39.051,0.04,1.516,1.29,84.262,0.087,557.5,0.578,168.0,0.174,216.281,0.224,,,2963.118,4.998,3.233,2.896,5.359,3.031,1.563,3.235,2.119,1.113,0.275,5.95,1.082,,0.705,0.928,1.494,2.316,,4.107,0.023,0.016,0.043,0.004,1244.34,1462.17,2270.6452217220294,0
India,1996,IND,983281216.0,2345228828672.0,0.035,823.621,63.159,8.305,986.403,141.679,16.772,1.003,0.421,0.32,0.838,0.351,0.267,504.498,0.513,768.326,0.781,0.328,490.018,15251.683,52126.664,10682.2,108.623,312.758,39569.434,3658.083,,3134.029,1.314,2.136,0.002,39.747,0.04,1.54,1.315,162.783,0.166,566.34,0.576,171.15,0.174,243.16,0.247,,,3081.631,5.366,3.396,3.261,5.59,3.125,1.61,3.236,2.183,1.095,0.301,5.921,1.124,,0.609,0.904,2.714,2.527,,4.125,0.024,0.017,0.044,0.004,1293.39,1514.07,2385.104882011699,0
India,1997,IND,1002335232.0,2426804895744.0,0.037,858.011,34.391,4.176,959.593,-26.81,-2.718,0.957,0.395,0.295,0.856,0.354,0.264,527.722,0.526,804.069,0.802,0.331,527.436,16109.694,53086.254,11209.922,111.268,358.782,39671.016,3902.286,,3244.433,1.34,2.645,0.003,46.024,0.046,1.571,1.35,101.582,0.101,575.36,0.574,176.29,0.176,244.202,0.244,,,3252.01,5.662,3.517,3.01,5.878,3.228,1.658,3.231,2.249,1.083,0.332,5.871,1.164,,0.75,1.043,1.358,2.5,,4.142,0.024,0.017,0.045,0.004,1353.6,1574.52,2421.1509465767235,0
India,1998,IND,1021434560.0,2567853047808.0,0.038,875.772,17.761,2.07,970.564,10.97,1.143,0.95,0.378,0.281,0.857,0.341,0.254,524.125,0.513,819.701,0.802,0.319,566.463,16985.465,54056.816,11734.048,113.401,406.377,39765.809,4165.178,,3377.11,1.343,2.133,0.002,47.595,0.047,1.571,1.354,94.791,0.093,583.3,0.571,180.21,0.176,262.892,0.257,,,3449.497,5.928,3.599,3.183,6.0,3.332,1.705,3.231,2.314,1.069,0.361,5.832,1.207,,0.634,1.061,1.538,2.657,,4.161,0.025,0.018,0.046,0.004,1383.29,1604.19,2513.9672656151365,0
India,1999,IND,1040500032.0,2710352953344.0,0.043,950.46,74.687,8.528,1035.574,65.01,6.698,0.995,0.382,0.292,0.913,0.351,0.268,560.528,0.539,906.62,0.871,0.335,611.055,17935.926,55092.391,12294.575,115.449,448.693,39850.922,4466.153,,3408.325,1.308,2.048,0.002,42.316,0.041,1.615,1.404,85.114,0.082,591.91,0.569,183.68,0.177,300.976,0.289,,,3546.363,6.458,3.827,3.358,6.325,3.454,1.757,3.233,2.383,1.056,0.383,5.793,1.258,,0.62,0.921,1.418,2.97,,4.183,0.025,0.018,0.047,0.004,1461.25,1680.58,2604.8561941264793,0
India,2000,IND,1059633664.0,2804478640128.0,0.043,977.526,27.067,2.848,1168.695,133.121,12.855,1.103,0.417,0.314,0.923,0.349,0.262,572.876,0.541,908.172,0.857,0.324,657.012,18913.451,56261.086,12867.451,117.423,492.565,40042.09,4779.001,,3515.744,1.328,1.973,0.002,43.873,0.041,1.623,1.415,191.169,0.18,595.95,0.562,180.03,0.17,312.847,0.295,,,3725.401,6.37,3.833,3.785,6.222,3.569,1.808,3.243,2.45,1.041,0.404,5.776,1.308,,0.568,0.927,3.556,3.044,,4.204,0.026,0.018,0.048,0.004,1499.0,1719.66,2646.649248138647,0
India,2001,IND,1078970880.0,2940745547776.0,0.043,990.97,13.443,1.375,1132.352,-36.343,-3.11,1.049,0.385,0.303,0.918,0.337,0.265,582.083,0.539,914.32,0.847,0.311,703.752,19904.422,57393.438,13449.533,119.28,536.134,40183.473,5095.723,,3467.075,1.272,1.857,0.002,43.569,0.04,1.615,1.619,141.383,0.131,597.95,0.554,184.41,0.171,316.721,0.294,,,3740.874,6.199,3.86,3.687,6.286,3.672,1.857,3.25,2.517,1.026,0.423,5.754,1.356,,0.553,0.916,2.807,3.058,,4.222,0.026,0.019,0.049,0.004,1747.32,1742.35,2725.5096521010837,0
India,2002,IND,1098313088.0,3024984473600.0,0.045,1021.664,30.695,3.097,1108.092,-24.26,-2.142,1.009,0.366,0.286,0.93,0.338,0.264,598.597,0.545,928.847,0.846,0.307,752.863,20926.088,58501.535,14048.131,120.882,583.268,40269.902,5420.942,,3524.322,1.28,1.602,0.001,47.134,0.043,1.604,1.609,86.428,0.079,591.45,0.539,178.22,0.162,325.22,0.296,,,3870.808,6.281,3.892,3.503,6.181,3.774,1.905,3.255,2.582,1.012,0.443,5.723,1.404,,0.493,0.961,1.605,3.146,,4.237,0.026,0.019,0.05,0.004,1766.72,1762.14,2754.209620781647,0
India,2003,IND,1117415168.0,3251114344448.0,0.046,1059.16,37.495,3.67,1172.229,64.137,5.788,1.049,0.361,0.292,0.948,0.326,0.264,625.89,0.56,981.855,0.879,0.302,803.743,21985.246,59673.758,14674.021,122.669,633.256,40382.973,5751.557,,3587.485,1.233,1.787,0.002,49.988,0.045,1.614,1.621,113.07,0.101,600.99,0.538,186.9,0.167,330.615,0.296,,,4008.71,5.916,3.831,3.501,5.948,3.863,1.953,3.259,2.646,0.998,0.463,5.692,1.45,,0.519,0.983,1.938,3.114,,4.249,0.027,0.02,0.051,0.004,1811.43,1803.99,2909.49544766516,0
India,2004,IND,1136264576.0,3495022821376.0,0.049,1125.096,65.937,6.225,1196.999,24.77,2.113,1.053,0.342,0.275,0.99,0.322,0.258,669.968,0.59,1036.052,0.912,0.296,859.288,23110.342,60870.758,15343.988,124.434,682.841,40454.871,6099.792,,3830.667,1.245,1.765,0.002,49.585,0.044,1.665,1.674,71.903,0.063,609.37,0.536,194.56,0.171,348.234,0.306,,,4352.651,6.181,3.931,3.519,6.16,3.959,2.002,3.264,2.713,0.985,0.481,5.659,1.496,,0.515,0.943,1.333,3.163,,4.261,0.027,0.02,0.052,0.004,1901.54,1892.15,3075.888217583578,0
India,2005,IND,1154638720.0,3752627535872.0,0.052,1185.674,60.578,5.384,1228.745,31.747,2.652,1.064,0.327,0.267,1.027,0.316,0.257,721.469,0.625,1096.386,0.95,0.292,918.974,24296.016,62099.504,16065.457,126.137,733.279,40497.941,6452.167,,3991.22,1.228,1.704,0.001,50.439,0.044,1.703,1.709,43.071,0.037,621.67,0.538,202.95,0.176,352.376,0.305,,,4608.417,6.192,4.007,3.563,6.244,4.054,2.052,3.269,2.784,0.972,0.498,5.626,1.54,,0.49,0.938,0.88,3.172,,4.275,0.028,0.021,0.053,0.005,1973.19,1966.22,3250.0447723353673,0
India,2006,IND,1172373760.0,4069856116736.0,0.055,1292.485,106.81,9.008,1331.424,102.678,8.356,1.136,0.327,0.274,1.102,0.318,0.266,773.564,0.66,1178.884,1.006,0.29,983.88,25588.5,63430.93,16839.021,127.879,815.859,40536.883,6821.862,,4141.057,1.193,1.741,0.001,82.58,0.07,1.761,1.767,38.939,0.033,631.08,0.538,212.63,0.181,369.694,0.315,,,4854.867,6.174,4.223,3.715,6.341,4.148,2.107,3.278,2.858,0.959,0.533,5.591,1.586,,0.501,1.49,0.744,3.298,,4.29,0.028,0.022,0.054,0.005,2071.63,2064.47,3471.466400558129,0
India,2007,IND,1189691776.0,4403214942208.0,0.057,1392.506,100.021,7.739,1486.842,155.419,11.673,1.25,0.338,0.282,1.17,0.316,0.264,842.477,0.708,1296.357,1.09,0.294,1052.213,26981.008,64917.77,17681.498,129.721,903.815,40631.219,7213.759,,4428.845,1.197,1.842,0.002,87.956,0.074,1.857,1.865,94.336,0.079,645.31,0.542,223.31,0.188,391.897,0.329,,,5268.96,6.052,4.421,4.124,6.588,4.234,2.165,3.293,2.937,0.949,0.57,5.569,1.635,,0.537,1.535,2.071,3.484,,4.31,0.028,0.022,0.055,0.005,2218.68,2209.3,3701.1392623159563,0
India,2008,IND,1206734848.0,4649547988992.0,0.061,1489.437,96.931,6.961,1637.771,150.929,10.151,1.357,0.352,0.294,1.234,0.32,0.267,910.795,0.755,1380.965,1.144,0.297,1125.458,28470.443,66555.547,18592.293,131.609,994.092,40779.555,7626.992,,4621.171,1.199,1.888,0.002,90.277,0.075,1.915,1.921,148.334,0.123,652.89,0.541,226.8,0.188,413.233,0.342,,,5576.529,6.406,4.648,4.453,6.898,4.33,2.227,3.314,3.022,0.94,0.604,5.553,1.685,,0.564,1.532,3.129,3.688,,4.331,0.029,0.023,0.057,0.005,2318.0,2310.91,3852.998856126512,0
India,2009,IND,1223640192.0,4993478819840.0,0.066,1612.216,122.779,8.243,1695.097,57.325,3.5,1.385,0.339,0.283,1.318,0.323,0.269,983.947,0.804,1525.243,1.246,0.305,1206.726,30082.66,68250.641,19576.24,133.488,1106.555,40862.434,8059.651,,4896.744,1.2,1.879,0.002,112.463,0.092,2.008,2.02,82.88,0.068,656.67,0.537,235.6,0.193,432.66,0.354,,,5991.853,6.914,5.119,4.615,7.55,4.442,2.297,3.338,3.116,0.931,0.65,5.525,1.739,,0.569,1.956,1.583,3.947,,4.355,0.029,0.024,0.058,0.005,2471.7,2457.28,4080.839165374522,0
India,2010,IND,1240613632.0,5361371185152.0,0.069,1677.337,65.121,4.039,1795.778,100.682,5.94,1.447,0.335,0.287,1.352,0.313,0.268,1015.983,0.819,1577.666,1.272,0.294,1292.755,31759.996,70046.414,20592.225,135.192,1240.676,40980.875,8499.151,,5038.898,1.166,1.704,0.001,134.121,0.108,2.071,2.081,118.441,0.095,663.02,0.534,243.09,0.196,439.5,0.354,,,6251.326,6.856,5.036,4.666,7.288,4.548,2.365,3.362,3.206,0.921,0.703,5.503,1.79,,0.499,2.166,2.288,3.879,,4.382,0.029,0.025,0.059,0.005,2581.25,2569.05,4321.547858948563,0
India,2011,IND,1257621248.0,5720693014528.0,0.073,1764.712,87.375,5.209,1862.452,66.674,3.713,1.481,0.326,0.283,1.403,0.308,0.268,1074.385,0.854,1631.101,1.297,0.285,1384.069,33524.711,71908.867,21666.609,137.84,1376.936,41078.617,8959.256,,5241.937,1.152,2.648,0.002,136.26,0.108,2.132,2.083,97.74,0.078,668.18,0.531,248.68,0.198,460.104,0.366,,,6592.371,6.768,5.125,4.697,7.293,4.649,2.434,3.387,3.298,0.917,0.753,5.477,1.843,,0.737,2.138,1.873,4.054,,4.408,0.03,0.025,0.06,0.005,2619.73,2681.72,4548.820261764534,0
India,2012,IND,1274487168.0,6052427857920.0,0.079,1925.7,160.987,9.123,2086.577,224.125,12.034,1.637,0.345,0.3,1.511,0.318,0.277,1206.452,0.947,1789.875,1.404,0.296,1484.307,35450.41,73995.445,22873.061,141.432,1502.541,41239.492,9449.069,,5452.142,1.148,3.592,0.003,125.605,0.099,2.223,2.178,160.877,0.126,670.17,0.526,249.89,0.196,489.814,0.384,,,6948.685,7.242,5.512,5.18,8.099,4.764,2.51,3.421,3.404,0.918,0.793,5.46,1.899,,0.952,1.932,3.01,4.26,,4.436,0.03,0.026,0.062,0.005,2776.41,2832.7,4748.912354620114,0
India,2013,IND,1291132032.0,6424470487040.0,0.084,1995.098,69.398,3.604,2212.392,125.815,6.03,1.714,0.344,0.308,1.545,0.311,0.278,1276.383,0.989,1781.389,1.38,0.277,1592.126,37445.508,76207.844,24149.445,144.698,1613.23,41456.789,9946.01,,5560.02,1.117,3.266,0.003,110.689,0.086,2.247,2.2,217.294,0.168,672.31,0.521,248.01,0.192,496.94,0.385,,,7178.72,7.472,5.663,5.518,8.515,4.884,2.587,3.459,3.516,0.916,0.823,5.454,1.953,,0.847,1.693,4.472,4.29,,4.463,0.031,0.027,0.063,0.005,2840.44,2900.89,4975.843157642301,0
India,2014,IND,1307246464.0,6875186200576.0,0.089,2148.344,153.246,7.681,2247.754,35.363,1.598,1.719,0.327,0.293,1.643,0.312,0.28,1407.057,1.076,1959.819,1.499,0.285,1707.951,39593.852,78455.594,25556.5,148.227,1722.698,41556.199,10458.475,,5862.708,1.115,3.529,0.003,109.467,0.084,2.359,2.312,99.411,0.076,676.35,0.517,250.28,0.191,512.465,0.392,,,7664.003,7.724,6.057,5.525,9.377,5.009,2.67,3.496,3.641,0.916,0.85,5.429,2.008,,0.912,1.647,1.907,4.41,,4.492,0.031,0.028,0.065,0.006,3022.2,3083.57,5259.288427936417,0
India,2015,IND,1322866560.0,7391521275904.0,0.089,2234.219,85.876,3.997,2386.868,139.113,6.189,1.804,0.323,0.301,1.689,0.302,0.282,1449.587,1.096,2095.201,1.584,0.283,1825.459,41828.074,80842.469,27006.088,152.365,1829.568,41708.844,11014.592,,5994.315,1.073,4.137,0.003,106.871,0.081,2.346,2.299,152.648,0.115,680.55,0.514,253.66,0.192,556.117,0.42,,,7929.679,8.135,6.3,5.808,9.887,5.136,2.754,3.538,3.769,0.919,0.874,5.41,2.068,,1.077,1.575,2.711,4.679,,4.522,0.032,0.029,0.066,0.006,3041.47,3104.05,5587.503304871506,2
India,2016,IND,1338636288.0,8057466126336.0,0.092,2354.658,120.439,5.391,2519.178,132.31,5.543,1.882,0.313,0.304,1.759,0.292,0.284,1499.401,1.12,2179.22,1.628,0.27,1948.741,44182.73,83361.633,28505.49,156.121,1943.191,41873.363,11629.188,,6189.113,1.028,3.756,0.003,113.622,0.085,2.351,2.328,164.52,0.123,686.7,0.513,253.42,0.189,614.597,0.459,,,8284.972,8.314,6.64,6.289,10.467,5.263,2.843,3.585,3.9,0.921,0.898,5.399,2.135,,1.004,1.63,3.577,5.119,,4.557,0.032,0.03,0.068,0.006,3116.76,3147.64,6019.160094915939,2
India,2017,IND,1354195712.0,8550029459456.0,0.089,2426.607,71.949,3.056,2547.878,28.7,1.139,1.881,0.298,0.296,1.792,0.284,0.282,1551.256,1.146,2273.49,1.679,0.266,2069.788,46609.336,85909.523,30056.744,158.944,2062.113,41994.637,12261.747,,6351.181,1.006,2.823,0.002,118.922,0.088,2.414,2.394,121.271,0.09,690.35,0.51,259.3,0.191,632.558,0.467,,,8600.742,8.046,6.736,6.277,10.706,5.372,2.931,3.631,4.033,0.917,0.923,5.383,2.202,,0.729,1.67,2.657,5.177,,4.591,0.032,0.031,0.069,0.006,3241.44,3269.58,6313.732486147467,2
India,2018,IND,1369003264.0,9173200797696.0,0.102,2593.058,166.451,6.859,2718.08,170.203,6.68,1.985,0.296,0.299,1.894,0.283,0.285,1668.318,1.219,2425.254,1.772,0.264,2208.753,49202.395,88627.594,31725.062,161.434,2188.314,42119.66,12918.831,,6638.485,0.991,2.49,0.002,126.201,0.092,2.51,2.488,125.022,0.091,698.39,0.51,265.4,0.194,657.084,0.48,,,9088.107,8.875,7.053,6.621,11.33,5.509,3.024,3.682,4.174,0.91,0.948,5.369,2.269,,0.611,1.683,2.918,5.356,,4.629,0.033,0.033,0.071,0.006,3406.53,3436.07,6700.642021037577,2
India,2019,IND,1383112064.0,9595463401472.0,0.104,2612.888,19.83,0.765,2708.915,-9.166,-0.337,1.959,0.282,0.291,1.889,0.272,0.28,1661.94,1.202,2447.512,1.77,0.255,2352.417,51815.281,91336.516,33387.0,163.888,2316.99,42215.688,13594.984,,6736.512,0.971,2.454,0.002,128.676,0.093,2.467,2.444,96.027,0.069,698.12,0.505,272.13,0.197,676.154,0.489,,,9317.351,8.891,7.054,6.506,11.318,5.64,3.114,3.73,4.309,0.902,0.971,5.35,2.337,,0.564,1.688,2.089,5.463,,4.664,0.033,0.034,0.073,0.006,3380.31,3412.42,6937.589260642874,2
India,2020,IND,1396387072.0,8945313775616.0,0.088,2421.552,-191.336,-7.323,2494.395,-214.52,-7.919,1.786,0.279,0.283,1.734,0.271,0.274,1561.799,1.118,2247.732,1.61,0.251,2475.325,54236.836,93830.906,34948.801,166.694,2444.984,42288.523,14201.029,,6322.297,0.987,2.806,0.002,127.994,0.092,2.292,2.268,72.843,0.052,698.5,0.5,279.92,0.2,606.045,0.434,,,8828.374,7.526,6.917,6.347,10.979,5.711,3.192,3.772,4.43,0.897,0.993,5.33,2.397,,0.704,1.694,1.696,5.56,,4.697,0.033,0.035,0.074,0.006,3166.95,3200.82,6406.041673533912,2
Japan,1990,JPN,123686320.0,3699821510656.0,0.313,1157.196,135.514,13.264,1157.755,134.897,13.188,9.36,0.313,0.223,9.356,0.313,0.223,318.711,2.577,1317.45,10.652,0.356,1024.541,28812.971,34295.062,11724.348,1.526,1035.611,5759.918,15015.679,11.266,41914.781,1.401,0.192,0.002,116.896,0.945,9.555,8.946,0.559,0.005,36.99,0.299,28.08,0.227,671.429,5.428,0.091,11.266,5184.285,7.84,5.086,4.147,3.663,8.366,3.567,2.384,2.68,0.019,1.309,0.906,5.582,0.609,0.074,3.052,0.011,7.263,5.051,1.855,0.003,0.015,0.018,0.001,1106.46,1181.86,29912.94033694268,0
Japan,1991,JPN,124073992.0,3824677552128.0,0.325,1168.897,11.702,1.011,1168.124,10.369,0.896,9.415,0.305,0.218,9.421,0.306,0.218,318.579,2.568,1336.028,10.768,0.349,1064.888,29981.867,35463.188,12042.927,1.742,1160.653,5759.146,15689.469,22.189,43228.301,1.402,0.216,0.002,125.042,1.008,9.65,9.042,-0.773,-0.006,36.99,0.298,27.4,0.221,673.791,5.431,0.088,10.923,5363.508,7.95,5.032,4.146,3.698,8.35,3.607,2.417,2.7,0.021,1.398,0.899,5.629,1.074,0.079,3.199,-0.016,6.94,5.066,1.873,0.003,0.015,0.019,0.001,1121.91,1197.3,30825.77976638327,0
Japan,1992,JPN,124444696.0,3856515727360.0,0.335,1178.675,9.778,0.836,1177.315,9.191,0.787,9.461,0.305,0.217,9.471,0.306,0.217,312.947,2.515,1423.01,11.435,0.369,1106.554,31160.543,36640.5,12355.875,1.95,1287.12,5757.786,16376.829,32.215,43604.055,1.407,0.209,0.002,126.467,1.016,9.726,9.121,-1.36,-0.011,37.42,0.301,27.72,0.223,687.36,5.523,0.081,10.026,5426.293,7.883,5.223,4.236,3.721,8.331,3.65,2.451,2.719,0.022,1.479,0.892,5.688,1.412,0.086,3.194,-0.026,7.462,4.638,1.893,0.003,0.016,0.019,0.001,1135.0,1210.39,30989.795879769757,0
Japan,1993,JPN,124779576.0,3860865220608.0,0.33,1171.687,-6.988,-0.593,1168.548,-8.768,-0.745,9.365,0.303,0.212,9.39,0.303,0.212,318.364,2.551,1394.221,11.173,0.361,1147.778,32332.229,37809.051,12674.238,2.163,1416.485,5754.646,17049.588,41.977,44213.789,1.429,0.212,0.002,129.365,1.037,9.647,9.043,-3.139,-0.025,37.45,0.3,27.66,0.222,672.758,5.392,0.078,9.762,5516.978,7.478,5.139,4.184,3.741,8.297,3.689,2.483,2.737,0.024,1.555,0.884,5.738,1.68,0.091,3.181,-0.061,7.298,4.517,1.912,0.003,0.016,0.02,0.001,1128.35,1203.8,30941.483729741154,0
Japan,1994,JPN,125119264.0,3893220605952.0,0.338,1226.702,55.016,4.695,1227.102,58.555,5.011,9.807,0.315,0.215,9.804,0.315,0.215,326.152,2.607,1467.884,11.732,0.377,1190.075,33558.93,39036.148,13000.391,2.395,1552.154,5755.047,17762.418,51.497,45703.57,1.469,0.232,0.002,135.668,1.084,10.083,9.479,0.4,0.003,37.74,0.302,29.13,0.233,712.832,5.697,0.076,9.52,5718.397,7.188,5.325,4.259,3.811,8.252,3.731,2.516,2.757,0.026,1.631,0.876,5.797,1.897,0.074,3.307,0.007,7.703,4.4,1.932,0.003,0.017,0.02,0.001,1186.05,1261.54,31116.076625514677,0
Japan,1995,JPN,125433968.0,3997430972416.0,0.336,1239.048,12.346,1.006,1235.181,8.079,0.658,9.847,0.309,0.209,9.878,0.31,0.21,336.098,2.679,1499.387,11.954,0.375,1232.217,34797.977,40271.332,13336.489,2.918,1692.785,5751.18,18472.555,61.015,47131.613,1.479,0.523,0.004,140.632,1.121,10.179,9.578,-3.867,-0.031,36.87,0.294,28.89,0.23,710.136,5.661,0.076,9.518,5911.905,6.772,5.267,4.235,3.818,8.191,3.77,2.548,2.776,0.03,1.703,0.868,5.851,2.077,0.16,3.34,-0.069,7.604,4.258,1.952,0.003,0.017,0.021,0.001,1201.39,1276.85,31868.807438316868,0
Japan,1996,JPN,125726224.0,4118875209728.0,0.339,1251.546,12.498,1.009,1246.488,11.307,0.915,9.914,0.303,0.207,9.955,0.304,0.208,344.903,2.743,1492.768,11.873,0.362,1274.777,36049.527,41517.82,13681.392,3.489,1839.202,5746.123,19180.232,70.433,47956.695,1.464,0.572,0.005,146.416,1.165,10.274,9.673,-5.057,-0.04,35.91,0.286,29.87,0.238,707.677,5.629,0.075,9.418,6029.414,6.701,5.161,4.121,3.822,8.13,3.806,2.577,2.796,0.035,1.772,0.86,5.895,2.229,0.163,3.33,-0.084,7.355,4.242,1.971,0.003,0.018,0.021,0.001,1216.18,1291.67,32760.669005123385,0
Japan,1997,JPN,126027984.0,4160709459968.0,0.317,1244.251,-7.295,-0.583,1237.176,-9.312,-0.747,9.817,0.297,0.201,9.873,0.299,0.202,350.437,2.781,1468.349,11.651,0.353,1314.703,37293.777,42755.0,14031.828,4.071,1990.253,5739.048,19873.047,79.875,48774.598,1.477,0.582,0.005,151.051,1.199,10.154,9.555,-7.075,-0.056,35.29,0.28,30.36,0.241,692.814,5.497,0.075,9.442,6146.964,6.042,5.1,3.881,3.903,8.046,3.838,2.603,2.816,0.04,1.84,0.849,5.93,2.361,0.165,3.422,-0.095,7.093,4.22,1.986,0.003,0.018,0.022,0.001,1204.18,1279.69,33014.1713602909,0
Japan,1998,JPN,126308392.0,4111245246464.0,0.28,1204.403,-39.849,-3.203,1197.841,-39.335,-3.179,9.483,0.291,0.198,9.535,0.293,0.199,328.065,2.597,1373.496,10.874,0.334,1350.066,38498.176,43952.836,14359.894,4.571,2144.838,5732.486,20549.951,88.859,47896.113,1.471,0.5,0.004,154.585,1.224,9.764,9.166,-6.562,-0.052,34.07,0.27,28.87,0.229,676.905,5.359,0.071,8.984,6049.681,5.371,4.95,3.928,3.755,7.942,3.865,2.627,2.832,0.043,1.903,0.841,5.956,2.465,0.149,3.446,-0.106,6.842,4.073,2.002,0.002,0.019,0.022,0.001,1157.8,1233.32,32549.26439459383,0
Japan,1999,JPN,126555064.0,4098283012096.0,0.277,1241.036,36.634,3.042,1233.557,35.717,2.982,9.747,0.301,0.201,9.806,0.303,0.202,346.075,2.735,1465.246,11.578,0.358,1385.076,39739.215,45186.395,14705.968,5.112,2308.672,5725.007,21236.43,97.957,48548.125,1.499,0.541,0.004,163.835,1.295,9.982,9.385,-7.479,-0.059,33.78,0.267,22.68,0.179,686.478,5.424,0.072,9.098,6144.011,5.07,4.997,4.0,3.905,7.83,3.893,2.652,2.85,0.047,1.969,0.832,5.98,2.562,0.164,3.565,-0.125,6.773,4.15,2.018,0.002,0.02,0.023,0.001,1187.78,1263.29,32383.398044791,0
Japan,2000,JPN,126803864.0,4209652006912.0,0.277,1263.755,22.718,1.831,1267.826,34.268,2.778,9.998,0.301,0.203,9.966,0.3,0.202,372.898,2.941,1548.74,12.214,0.368,1420.161,41002.973,46454.223,15078.867,5.625,2477.367,5729.078,21913.602,107.348,49314.926,1.485,0.513,0.004,168.695,1.33,10.08,9.484,4.071,0.032,33.33,0.263,25.3,0.2,677.172,5.34,0.074,9.39,6253.323,4.863,4.956,4.106,4.05,7.714,3.919,2.677,2.871,0.05,2.031,0.826,5.997,2.657,0.148,3.566,0.076,6.589,4.341,2.034,0.002,0.02,0.023,0.001,1202.66,1278.17,33198.1366664978,0
Japan,2001,JPN,127065736.0,4224163250176.0,0.271,1249.162,-14.593,-1.155,1241.92,-25.906,-2.043,9.774,0.294,0.201,9.831,0.296,0.202,381.944,3.006,1511.964,11.899,0.358,1454.536,42252.133,47696.141,15460.811,6.175,2645.2,5721.835,22569.059,116.353,48681.129,1.464,0.55,0.004,167.833,1.321,9.884,9.119,-7.242,-0.057,32.39,0.255,22.05,0.174,655.456,5.158,0.071,9.006,6185.704,4.559,4.865,4.044,4.125,7.59,3.941,2.701,2.893,0.053,2.087,0.819,6.006,2.736,0.164,3.529,-0.144,6.329,4.221,2.048,0.002,0.021,0.024,0.001,1158.68,1255.89,33243.92069138135,0
Japan,2002,JPN,127301744.0,4226576285696.0,0.255,1278.787,29.625,2.372,1268.997,27.077,2.18,9.968,0.3,0.206,10.045,0.303,0.207,399.075,3.135,1501.686,11.796,0.355,1486.953,43530.918,48965.137,15859.886,6.701,2816.944,5712.045,23235.428,125.008,48435.285,1.459,0.526,0.004,171.744,1.349,10.104,9.341,-9.79,-0.077,32.24,0.253,21.72,0.171,666.369,5.235,0.068,8.655,6165.896,4.146,4.872,4.012,4.121,7.455,3.964,2.724,2.915,0.056,2.139,0.812,6.018,2.797,0.162,3.502,-0.182,6.447,4.001,2.061,0.002,0.021,0.024,0.001,1189.07,1286.3,33201.244169097954,0
